celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge_scores,total_score,avg_score,min_score,max_score,num_judges,score_std,judge_rank,contestants_this_week,judge_score_pct,is_last_week,is_eliminated,judge_rank_pct,score_vs_week_avg,score_vs_week_max,cumulative_avg_score,actual_voting_method,is_controversial
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8,"[9.0, 9.0, 10.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,3.0,7,14.43303432897215,False,False,0.42857142857142855,0.2857999999999983,5.0,29.071428571428573,percentage,False
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,9,"[8.5, 8.0, 8.0]",24.5,8.166666666666666,8.0,8.5,3,0.23570226039551584,6.0,6,14.893617021276595,True,True,1.0,-2.916666666666668,5.5,28.9375,percentage,False
Victor Espinoza,Karina Smirnoff,Athlete,Non-US,Mexico,43,21,Eliminated Week 2,12,1,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,9.0,13,6.0,False,False,0.6923076923076923,-4.23076923076923,9.0,,percentage,False
Victor Espinoza,Karina Smirnoff,Athlete,Non-US,Mexico,43,21,Eliminated Week 2,12,2,"[6.5, 5.5, 6.5]",18.5,6.166666666666667,5.5,6.5,3,0.4714045207910317,9.0,13,6.839186691312385,True,True,0.6923076923076923,-2.3076923076923066,6.0,15.0,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,1,"[8.0, 6.0, 7.0]",21.0,7.0,6.0,8.0,3,0.816496580927726,4.0,12,8.860759493670885,False,False,0.3333333333333333,1.25,2.0,,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,2,"[6.0, 6.0, 7.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,9.0,12,8.050847457627118,False,False,0.75,-0.6666666666666679,5.0,21.0,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,3,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,8.0,11,8.438818565400844,False,False,0.7272727272727273,-1.5454545454545467,5.0,20.0,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,4,"[9.0, 8.0, 9.0, 9.0]",35.0,8.75,8.0,9.0,4,0.4330127018922193,3.0,10,10.9717868338558,False,False,0.3,3.1000000000000014,1.0,20.0,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,5,"[7.0, 6.0, 6.0, 7.0]",26.0,6.5,6.0,7.0,4,0.5,9.0,9,9.420289855072465,False,False,1.0,-4.666666666666668,11.0,23.75,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,6,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,3.0,9,11.894273127753303,False,False,0.3333333333333333,1.7777777777777786,2.0,24.2,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,7,"[8.5, 8.5, 9.0]",26.0,8.666666666666666,8.5,9.0,3,0.23570226039551584,5.0,8,12.149532710280374,False,False,0.625,-0.75,2.0,24.666666666666668,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,5.0,6,15.976331360946746,False,False,0.8333333333333334,-1.1666666666666679,3.0,24.857142857142858,percentage,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,9,"[9.0, 9.0, 9.5]",27.5,9.166666666666666,9.0,9.5,3,0.23570226039551584,5.0,5,19.16376306620209,True,True,1.0,-1.1999999999999993,2.5,25.125,percentage,False
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,1,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,11.0,12,6.329113924050633,False,False,0.9166666666666666,-4.75,8.0,,percentage,False
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,2,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,5.0,12,8.47457627118644,False,False,0.4166666666666667,0.33333333333333215,4.0,15.0,percentage,False
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,3,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,8.0,11,8.438818565400844,False,False,0.7272727272727273,-1.5454545454545467,5.0,17.5,percentage,False
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,4,"[6.0, 6.0, 6.0, 6.0]",24.0,6.0,6.0,6.0,4,0.0,10.0,10,7.523510971786834,False,False,1.0,-7.899999999999999,12.0,18.333333333333332,percentage,False
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5,"[7.0, 7.0, 7.0, 7.0]",28.0,7.0,7.0,7.0,4,0.0,7.0,9,10.144927536231885,False,False,0.7777777777777778,-2.666666666666668,9.0,19.75,percentage,False
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,6,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,9.0,9,9.251101321585903,True,True,1.0,-4.222222222222221,8.0,21.4,percentage,False
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,1,"[5.0, 4.0, 4.0]",13.0,4.333333333333333,4.0,5.0,3,0.4714045207910317,12.0,12,5.485232067510549,False,False,1.0,-6.75,10.0,,percentage,False
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,2,"[5.0, 4.0, 4.0]",13.0,4.333333333333333,4.0,5.0,3,0.4714045207910317,12.0,12,5.508474576271186,True,True,1.0,-6.666666666666668,11.0,13.0,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,1,"[8.0, 7.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,1.0,12,9.70464135021097,False,False,0.08333333333333333,3.25,0.0,,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,3.0,12,8.898305084745763,False,False,0.25,1.3333333333333321,3.0,23.0,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,3,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,6.0,11,8.860759493670885,False,False,0.5454545454545454,-0.5454545454545467,4.0,22.0,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,4,"[9.0, 9.0, 9.0, 9.0]",36.0,9.0,9.0,9.0,4,0.0,1.0,10,11.285266457680251,False,False,0.1,4.100000000000001,0.0,21.666666666666668,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,5,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,3.0,9,11.594202898550725,False,False,0.3333333333333333,1.3333333333333321,5.0,25.25,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,6,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,6.0,9,10.572687224669604,False,False,0.6666666666666666,-1.2222222222222214,5.0,26.6,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,7,"[9.0, 9.0, 9.5]",27.5,9.166666666666666,9.0,9.5,3,0.23570226039551584,2.0,8,12.850467289719624,False,False,0.25,0.75,0.5,26.166666666666668,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,6,17.75147928994083,False,False,0.16666666666666666,1.8333333333333321,0.0,26.357142857142858,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,9,"[9.0, 9.5, 9.5]",28.0,9.333333333333334,9.0,9.5,3,0.23570226039551584,4.0,5,19.51219512195122,False,False,0.8,-0.6999999999999993,2.0,26.8125,percentage,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,10,"[9.3333, 9.6666, 9.3333]",28.333199999999998,9.4444,9.3333,9.6666,3,0.15711912677965145,3.0,3,32.56704628527027,True,False,1.0,-0.6666666666666679,1.3334000000000046,26.944444444444443,percentage,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,1,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,8.0,12,8.438818565400844,False,False,0.6666666666666666,0.25,3.0,,percentage,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,3.0,12,8.898305084745763,False,False,0.25,1.3333333333333321,3.0,20.0,percentage,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,3,"[8.0, 7.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,3.0,11,9.70464135021097,False,False,0.2727272727272727,1.4545454545454533,2.0,20.5,percentage,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,4,"[7.0, 6.0, 7.0, 7.0]",27.0,6.75,6.0,7.0,4,0.4330127018922193,9.0,10,8.463949843260188,False,False,0.9,-4.899999999999999,9.0,21.333333333333332,percentage,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,5,"[9.0, 8.0, 9.0, 9.0]",35.0,8.75,8.0,9.0,4,0.4330127018922193,2.0,9,12.681159420289855,False,False,0.2222222222222222,4.333333333333332,2.0,22.75,percentage,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,6,"[9.0, 8.0, 8.0]",25.0,8.333333333333334,8.0,9.0,3,0.4714045207910317,4.0,9,11.013215859030836,False,False,0.4444444444444444,-0.22222222222222143,4.0,25.2,percentage,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7,"[8.0, 8.5, 9.0]",25.5,8.5,8.0,9.0,3,0.408248290463863,8.0,8,11.91588785046729,False,False,1.0,-1.25,2.5,25.166666666666668,percentage,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,8,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,6,17.75147928994083,True,True,0.16666666666666666,1.8333333333333321,0.0,25.214285714285715,percentage,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,1,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,8.0,12,8.438818565400844,False,False,0.6666666666666666,0.25,3.0,,percentage,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,2,"[7.0, 6.0, 6.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,9.0,12,8.050847457627118,False,False,0.75,-0.6666666666666679,5.0,20.0,percentage,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,3,"[8.0, 7.0, 7.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,5.0,11,9.282700421940929,False,False,0.45454545454545453,0.45454545454545325,3.0,19.5,percentage,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,4,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,6.0,10,10.031347962382444,False,False,0.6,0.10000000000000142,4.0,20.333333333333332,percentage,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,5,"[8.0, 6.0, 6.0, 8.0]",28.0,7.0,6.0,8.0,4,1.0,7.0,9,10.144927536231885,False,False,0.7777777777777778,-2.666666666666668,9.0,23.25,percentage,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,6,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,6.0,9,10.572687224669604,False,False,0.6666666666666666,-1.2222222222222214,5.0,24.2,percentage,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7,"[8.5, 8.5, 9.0]",26.0,8.666666666666666,8.5,9.0,3,0.23570226039551584,5.0,8,12.149532710280374,True,True,0.625,-0.75,2.0,24.166666666666668,percentage,False
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,1,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,4.0,12,8.860759493670885,False,False,0.3333333333333333,1.25,2.0,,percentage,False
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,2,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,5.0,12,8.47457627118644,False,False,0.4166666666666667,0.33333333333333215,4.0,21.0,percentage,False
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,3,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,6.0,11,8.860759493670885,False,False,0.5454545454545454,-0.5454545454545467,4.0,20.5,percentage,False
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,4,"[7.0, 7.0, 7.0, 7.0]",28.0,7.0,7.0,7.0,4,0.0,8.0,10,8.77742946708464,True,True,0.8,-3.8999999999999986,8.0,20.666666666666668,percentage,False
Mischa Barton,Artem Chigvintsev,Actor/Actress,Non-US,England,30,22,Eliminated Week 3,11,1,"[5.0, 5.0, 6.0]",16.0,5.333333333333333,5.0,6.0,3,0.4714045207910317,10.0,12,6.751054852320674,False,False,0.8333333333333334,-3.75,7.0,,percentage,False
Mischa Barton,Artem Chigvintsev,Actor/Actress,Non-US,England,30,22,Eliminated Week 3,11,2,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,11.0,12,6.3559322033898304,False,False,0.9166666666666666,-4.666666666666668,9.0,16.0,percentage,False
Mischa Barton,Artem Chigvintsev,Actor/Actress,Non-US,England,30,22,Eliminated Week 3,11,3,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,11.0,11,7.59493670886076,True,True,1.0,-3.5454545454545467,7.0,15.5,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,1,"[8.0, 7.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,1.0,12,9.70464135021097,False,False,0.08333333333333333,3.25,0.0,,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,2,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,5.0,12,8.47457627118644,False,False,0.4166666666666667,0.33333333333333215,4.0,23.0,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,3,"[8.0, 8.0, 9.0]",25.0,8.333333333333334,8.0,9.0,3,0.4714045207910317,1.0,11,10.548523206751055,False,False,0.09090909090909091,3.4545454545454533,0.0,21.5,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,4,"[8.0, 8.0, 9.0, 9.0]",34.0,8.5,8.0,9.0,4,0.5,5.0,10,10.658307210031348,False,False,0.5,2.1000000000000014,2.0,22.666666666666668,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,5,"[9.0, 10.0, 9.0, 9.0]",37.0,9.25,9.0,10.0,4,0.4330127018922193,1.0,9,13.405797101449277,False,False,0.1111111111111111,6.333333333333332,0.0,25.5,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,6,"[8.0, 8.0, 9.0]",25.0,8.333333333333334,8.0,9.0,3,0.4714045207910317,4.0,9,11.013215859030836,False,False,0.4444444444444444,-0.22222222222222143,4.0,27.8,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,7,"[9.5, 9.0, 9.5]",28.0,9.333333333333334,9.0,9.5,3,0.23570226039551584,1.0,8,13.084112149532709,False,False,0.125,1.25,0.0,27.333333333333332,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8,"[10.0, 9.0, 10.0]",29.0,9.666666666666666,9.0,10.0,3,0.4714045207910317,3.0,6,17.159763313609467,False,False,0.5,0.8333333333333321,1.0,27.428571428571427,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,9,"[9.5, 9.5, 9.5]",28.5,9.5,9.5,9.5,3,0.0,3.0,5,19.860627177700348,False,False,0.6,-0.1999999999999993,1.5,27.625,percentage,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,10,"[9.6666, 9.6666, 9.6666]",28.9998,9.6666,9.6666,9.6666,3,0.0,2.0,3,33.333256704628525,True,False,0.6666666666666666,-6.666666666532706e-05,0.6668000000000021,27.72222222222222,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,1,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,4.0,12,8.860759493670885,False,False,0.3333333333333333,1.25,2.0,,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,12,10.16949152542373,False,False,0.08333333333333333,4.333333333333332,0.0,21.0,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,3,"[8.0, 7.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,3.0,11,9.70464135021097,False,False,0.2727272727272727,1.4545454545454533,2.0,22.5,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,4,"[9.0, 9.0, 9.0, 9.0]",36.0,9.0,9.0,9.0,4,0.0,1.0,10,11.285266457680251,False,False,0.1,4.100000000000001,0.0,22.666666666666668,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,5,"[8.0, 8.0, 7.0, 8.0]",31.0,7.75,7.0,8.0,4,0.4330127018922193,4.0,9,11.231884057971014,False,False,0.4444444444444444,0.33333333333333215,6.0,26.0,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,6,"[9.0, 10.0, 9.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,2.0,9,12.334801762114537,False,False,0.2222222222222222,2.7777777777777786,1.0,27.0,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7,"[9.0, 9.0, 9.5]",27.5,9.166666666666666,9.0,9.5,3,0.23570226039551584,2.0,8,12.850467289719624,False,False,0.25,0.75,0.5,27.166666666666668,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,8,"[10.0, 9.0, 9.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,4.0,6,16.56804733727811,False,False,0.6666666666666666,-0.16666666666666785,2.0,27.214285714285715,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,9,"[10.0, 9.5, 10.0]",29.5,9.833333333333334,9.5,10.0,3,0.23570226039551584,2.0,5,20.557491289198605,False,False,0.4,0.8000000000000007,0.5,27.3125,percentage,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,10,"[10.0, 9.6666, 10.0]",29.666600000000003,9.888866666666667,9.6666,10.0,3,0.1571662672317296,1.0,3,34.099697010101195,True,False,0.3333333333333333,0.6667333333333367,0.0,27.555555555555557,percentage,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,1,"[8.0, 6.0, 7.0]",21.0,7.0,6.0,8.0,3,0.816496580927726,4.0,12,8.860759493670885,False,False,0.3333333333333333,1.25,2.0,,percentage,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,2,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,5.0,12,8.47457627118644,False,False,0.4166666666666667,0.33333333333333215,4.0,21.0,percentage,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,3,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,8.0,11,8.438818565400844,False,False,0.7272727272727273,-1.5454545454545467,5.0,20.5,percentage,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,4,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,6.0,10,10.031347962382444,False,False,0.6,0.10000000000000142,4.0,20.333333333333332,percentage,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,5,"[8.0, 7.0, 7.0, 7.0]",29.0,7.25,7.0,8.0,4,0.4330127018922193,6.0,9,10.507246376811594,False,False,0.6666666666666666,-1.6666666666666679,8.0,23.25,percentage,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,6,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,6.0,9,10.572687224669604,False,False,0.6666666666666666,-1.2222222222222214,5.0,24.4,percentage,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,7,"[8.5, 8.5, 9.0]",26.0,8.666666666666666,8.5,9.0,3,0.23570226039551584,5.0,8,12.149532710280374,True,True,0.625,-0.75,2.0,24.333333333333332,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,1,"[8.0, 7.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,1.0,12,9.70464135021097,False,False,0.08333333333333333,3.25,0.0,,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,12,10.16949152542373,False,False,0.08333333333333333,4.333333333333332,0.0,23.0,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,3,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,2.0,11,10.126582278481013,False,False,0.18181818181818182,2.4545454545454533,1.0,23.5,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,4,"[8.0, 9.0, 9.0, 9.0]",35.0,8.75,8.0,9.0,4,0.4330127018922193,3.0,10,10.9717868338558,False,False,0.3,3.1000000000000014,1.0,23.666666666666668,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,5,"[8.0, 7.0, 7.0, 8.0]",30.0,7.5,7.0,8.0,4,0.5,5.0,9,10.869565217391305,False,False,0.5555555555555556,-0.6666666666666679,7.0,26.5,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,6,"[10.0, 9.0, 10.0]",29.0,9.666666666666666,9.0,10.0,3,0.4714045207910317,1.0,9,12.77533039647577,False,False,0.1111111111111111,3.7777777777777786,0.0,27.2,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,7,"[9.0, 9.0, 9.5]",27.5,9.166666666666666,9.0,9.5,3,0.23570226039551584,2.0,8,12.850467289719624,False,False,0.25,0.75,0.5,27.5,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8,"[8.0, 8.0, 9.0]",25.0,8.333333333333334,8.0,9.0,3,0.4714045207910317,6.0,6,14.792899408284024,False,False,1.0,-3.166666666666668,5.0,27.5,percentage,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,9,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,5,20.905923344947734,True,True,0.2,1.3000000000000007,0.0,27.1875,percentage,False
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,1,"[6.0, 6.0, 6.0, 6.0]",24.0,6.0,6.0,6.0,4,0.0,9.0,13,7.2727272727272725,False,False,0.6923076923076923,-1.3846153846153832,7.0,,percentage,False
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,2,"[6.0, 6.0, 6.0, 6.0]",24.0,6.0,6.0,6.0,4,0.0,10.0,13,6.8181818181818175,False,False,0.7692307692307693,-3.0769230769230766,8.0,24.0,percentage,False
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,3,"[7.0, 6.0, 6.0, 6.0]",25.0,6.25,6.0,7.0,4,0.4330127018922193,8.0,12,7.6923076923076925,False,False,0.6666666666666666,-2.083333333333332,7.0,24.0,percentage,False
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,4,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,4.0,11,9.195402298850574,False,False,0.36363636363636365,0.2727272727272734,6.0,24.333333333333332,percentage,False
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,5,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,6.0,9,10.434782608695652,False,False,0.6666666666666666,-1.5555555555555571,5.0,24.25,percentage,False
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6,"[7.0, 7.0, 7.0, 7.0]",28.0,7.0,7.0,7.0,4,0.0,9.0,9,9.180327868852459,True,True,1.0,-5.888888888888886,12.0,24.2,percentage,False
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,1,"[7.0, 6.0, 6.0, 7.0]",26.0,6.5,6.0,7.0,4,0.5,5.0,13,7.878787878787878,False,False,0.38461538461538464,0.6153846153846168,5.0,,percentage,False
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,2,"[8.0, 7.0, 7.0, 8.0]",30.0,7.5,7.0,8.0,4,0.5,3.0,13,8.522727272727272,False,False,0.23076923076923078,2.9230769230769234,2.0,26.0,percentage,False
