season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age,placement,results,last_week,weeks_competed,total_score_sum,total_score_mean,total_score_std,avg_judge_score,avg_weekly_rank,season_contestants,wins,top3_finishes,pro_avg_placement,pro_avg_score,career_span,total_pageviews,avg_daily_pageviews,num_weeks,year,age_group,is_us,pro_experience_level
21,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,6,Eliminated Week 9,9,9,256.4998,28.499977777777776,6.373780275820971,8.518511111111112,4.0,13,3,10,5.19,8.31,30,156918.0,2210.1,11,2015,25-35,True,Veteran
21,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,7,Eliminated Week 8,8,8,222.9998,27.874975,6.916610958255289,8.197908333333334,5.5,13,0,1,7.25,7.78,5,390270.0,5496.8,11,2015,25-35,True,Experienced
21,Bindi Irwin,Derek Hough,TV Personality,Non-US,Australia,17,1,1st Place,11,11,333.5,30.318181818181817,4.849086136957804,9.28030303030303,1.8181818181818181,13,6,9,2.94,8.88,19,872649.0,12290.8,11,2015,<25,False,Veteran
21,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,4,Eliminated Week 11,11,11,323.9998,29.454527272727272,5.377987119562654,8.999993939393939,3.1818181818181817,13,1,5,5.5,7.91,16,66029.0,930.0,11,2015,25-35,True,Veteran
21,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,13,Eliminated Week 2,2,2,28.0,14.0,1.4142135623730951,4.666666666666666,12.5,13,0,1,9.89,6.34,11,275603.0,3881.7,11,2015,55+,True,Veteran
21,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,10,Eliminated Week 4,4,4,72.5,18.125,4.62556302879264,5.520833333333333,10.0,13,0,2,8.18,6.95,20,949875.0,13378.5,11,2015,55+,True,Veteran
21,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,8,Eliminated Week 7,7,7,190.5,27.214285714285715,4.081024614574371,7.976190476190476,4.857142857142857,13,1,1,7.94,6.81,17,342133.0,4818.8,11,2015,<25,True,Veteran
21,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,11,Withdrew,2,2,30.5,15.25,4.596194077712559,5.083333333333334,11.0,13,1,3,7.67,7.13,21,651160.0,9171.3,11,2015,35-45,True,Veteran
21,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2,2nd Place,11,11,328.0,29.818181818181817,5.254867873090281,9.106060606060607,2.909090909090909,13,1,5,6.57,7.5,15,14440.0,203.4,11,2015,25-35,True,Veteran
21,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,9,Eliminated Week 6,6,6,121.5,20.25,4.071240597164456,5.777777777777778,9.166666666666666,13,0,1,7.0,7.11,31,240851.0,3392.3,11,2015,55+,True,Veteran
21,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,5,Withdrew,9,9,256.0,28.444444444444443,5.240732561176707,8.537037037037036,3.5555555555555554,13,3,9,5.26,8.37,20,487619.0,6867.9,11,2015,35-45,True,Veteran
21,Victor Espinoza,Karina Smirnoff,Athlete,Non-US,Mexico,43,12,Eliminated Week 2,2,2,33.5,16.75,2.4748737341529163,5.583333333333334,9.0,13,1,4,6.72,7.3,20,116307.0,1638.1,11,2015,35-45,False,Veteran
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,5,Eliminated Week 9,9,9,228.5,25.38888888888889,4.897561751638372,7.898148148148148,5.666666666666667,12,1,5,6.57,7.5,15,309288.0,4758.3,10,2016,25-35,True,Veteran
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,9,Eliminated Week 6,6,6,128.0,21.333333333333332,4.366539438350085,6.388888888888889,8.333333333333334,12,1,4,6.72,7.3,20,506982.0,7799.7,10,2016,45-55,True,Veteran
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,12,Eliminated Week 2,2,2,26.0,13.0,0.0,4.333333333333333,12.0,12,0,2,7.55,6.47,22,278653.0,4287.0,10,2016,55+,True,Veteran
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3,3rd Place,10,10,270.8332,27.083319999999997,4.887148680365678,8.461106666666668,3.0,12,3,9,5.26,8.37,20,405654.0,6240.8,10,2016,25-35,True,Veteran
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,6,Eliminated Week 8,8,8,206.5,25.8125,4.913083843895081,7.958333333333334,4.75,12,0,1,9.89,6.34,11,699364.0,10759.4,10,2016,25-35,True,Veteran
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,8,Eliminated Week 7,7,7,171.0,24.428571428571427,4.613644360558612,7.428571428571429,6.571428571428571,12,0,2,6.08,8.14,17,336597.0,5178.4,10,2016,45-55,True,Veteran
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,10,Eliminated Week 4,4,4,90.0,22.5,3.696845502136472,6.916666666666667,5.75,12,1,3,7.67,7.13,21,1214021.0,18677.2,10,2016,45-55,True,Veteran
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,Non-US,England,30,11,Eliminated Week 3,3,3,49.0,16.333333333333332,1.5275252316519472,5.444444444444444,10.666666666666666,12,1,1,7.42,7.56,14,547464.0,8422.5,10,2016,25-35,False,Veteran
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1,1st Place,10,10,278.4998,27.84998,5.011370848558085,8.69166,2.6,12,2,2,7.4,7.12,20,705127.0,10848.1,10,2016,25-35,True,Veteran
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2,2nd Place,10,10,277.6666,27.76666,4.317060213772022,8.69722,2.4,12,3,10,5.19,8.31,30,546025.0,8400.4,10,2016,<25,True,Veteran
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,7,Eliminated Week 7,7,7,172.0,24.571428571428573,4.68533680244878,7.464285714285714,5.714285714285714,12,1,5,5.5,7.91,16,270713.0,4164.8,10,2016,25-35,True,Veteran
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,4,Eliminated Week 9,9,9,247.5,27.5,3.905124837953327,8.564814814814815,2.4444444444444446,12,1,4,5.4,7.58,15,218935.0,3368.2,10,2016,35-45,True,Veteran
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,9,Eliminated Week 6,6,6,149.0,24.833333333333332,1.6020819787597227,6.875,7.666666666666667,13,1,5,6.0,7.91,24,1498395.0,20811.0,11,2016,25-35,True,Veteran
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,11,Eliminated Week 4,4,4,99.0,24.75,4.9916597106239795,6.5625,6.75,13,0,1,7.25,7.78,5,283091.0,3931.8,11,2016,55+,True,Experienced
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3,3rd Place,11,11,340.3331,30.939372727272726,5.654501952266161,8.530297727272727,3.909090909090909,13,1,4,5.4,7.58,15,485393.0,6741.6,11,2016,25-35,True,Veteran
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,13,Eliminated Week 2,2,2,46.0,23.0,1.4142135623730951,5.75,10.5,13,2,4,6.44,7.21,12,317878.0,4415.0,11,2016,<25,True,Veteran
23,James Hinchcliffe,Sharna Burgess,Racing Driver,Non-US,Canada,29,2,2nd Place,11,11,360.4996,32.772690909090905,4.227037218065284,9.113625757575758,2.3636363636363638,13,1,5,6.57,7.5,15,348200.0,4836.1,11,2016,25-35,False,Veteran
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,4,Eliminated Week 11,11,11,340.0,30.90909090909091,5.774158734474581,8.545454545454545,3.6363636363636362,13,0,0,8.46,7.32,19,989027.0,13736.5,11,2016,25-35,True,Veteran
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1,1st Place,11,11,362.83320000000003,32.98483636363637,4.45372757300505,9.140148484848485,1.9090909090909092,13,3,9,5.26,8.37,20,297233.0,4128.2,11,2016,<25,True,Veteran
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,6,Eliminated Week 9,9,9,255.0,28.333333333333332,4.898979485566357,7.740740740740741,5.777777777777778,13,6,9,2.94,8.88,19,593346.0,8240.9,11,2016,55+,True,Veteran
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,8,Eliminated Week 7,7,7,188.0,26.857142857142858,4.017817460121495,7.285714285714286,6.571428571428571,13,1,1,7.42,7.56,14,807785.0,11219.2,11,2016,55+,True,Veteran
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,12,Eliminated Week 3,3,3,65.0,21.666666666666668,1.5275252316519463,5.416666666666667,12.333333333333334,13,1,1,7.94,6.81,17,207792.0,2886.0,11,2016,55+,True,Veteran
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,7,Eliminated Week 8,8,8,208.0,26.0,3.664501525251616,7.25,7.5,13,2,8,5.8,7.65,30,345611.0,4800.2,11,2016,25-35,True,Veteran
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,5,Eliminated Week 10,10,10,294.5,29.45,4.437529342625992,8.245833333333334,3.7,13,0,2,6.08,8.14,17,59866.0,2494.4,11,2016,35-45,True,Veteran
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,10,Eliminated Week 4,4,4,97.0,24.25,1.5000000000000004,6.541666666666667,8.0,13,1,5,5.5,7.91,16,521443.0,7242.3,11,2016,45-55,True,Veteran
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,5,Eliminated Week 8,8,8,227.5,28.4375,3.6394416761758555,7.109375,6.75,12,1,5,6.57,7.5,15,317931.0,4967.7,10,2017,25-35,True,Veteran
24,Charo,Keo Motsepe,Actor/Actress,Non-US,Spain,66,11,Eliminated Week 3,3,3,70.0,23.333333333333332,2.081665999466133,5.833333333333333,9.333333333333334,12,0,1,9.89,6.34,11,1347276.0,20727.3,10,2017,55+,False,Veteran
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,12,Eliminated Week 2,2,2,39.0,19.5,3.5355339059327378,4.875,11.5,12,1,5,5.5,7.91,16,543480.0,8361.2,10,2017,45-55,True,Veteran
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2,2nd Place,10,10,312.8333,31.28333,2.9038543352088295,7.8208325,5.6,12,1,4,5.4,7.58,15,,,10,2017,35-45,True,Veteran
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,9,Eliminated Week 5,5,5,140.0,28.0,3.1622776601683795,7.0,6.6,12,0,0,8.46,7.32,19,627789.0,9658.3,10,2017,35-45,True,Veteran
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,8,Eliminated Week 6,6,6,197.0,32.833333333333336,3.311595788538611,8.208333333333334,2.6666666666666665,12,1,5,6.0,7.91,24,348243.0,5357.6,10,2017,25-35,True,Veteran
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,10,Eliminated Week 4,4,4,94.0,23.5,3.415650255319866,5.875,10.25,12,0,0,10.0,5.88,1,873437.0,13437.5,10,2017,55+,True,New
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,7,Eliminated Week 7,7,7,227.5,32.5,3.329164059239696,8.125,3.7142857142857144,12,1,1,7.42,7.56,14,808153.0,12433.1,10,2017,45-55,True,Veteran
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,6,Eliminated Week 7,7,7,203.5,29.071428571428573,4.147575310031266,7.267857142857143,6.857142857142857,12,2,2,7.4,7.12,20,75958.0,1205.7,10,2017,35-45,True,Veteran
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3,3rd Place,10,10,358.83320000000003,35.883320000000005,4.585291460698608,8.970830000000001,2.3,12,3,9,5.26,8.37,20,470.0,7.8,10,2017,<25,True,Veteran
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1,1st Place,10,10,351.6666,35.16666,4.1499585005154005,8.791665,2.6,12,1,1,7.94,6.81,17,480836.0,7397.5,10,2017,25-35,True,Veteran
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,4,Eliminated Week 9,9,9,316.5,35.166666666666664,3.640054944640261,8.791666666666666,2.5555555555555554,12,0,2,6.08,8.14,17,464656.0,7148.6,10,2017,<25,True,Veteran
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,13,Eliminated Week 2,2,2,31.0,15.5,2.1213203435596424,5.166666666666667,13.0,13,0,1,9.89,6.34,11,453487.0,6976.7,10,2017,55+,True,Veteran
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,12,Eliminated Week 2,2,2,37.5,18.75,2.4748737341529163,6.25,8.5,13,1,2,6.11,7.69,9,426170.0,6556.5,10,2017,45-55,True,Experienced
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,11,Eliminated Week 4,4,4,81.0,20.25,2.2173557826083456,6.75,8.5,13,1,5,6.57,7.5,15,209641.0,3225.2,10,2017,35-45,True,Veteran
25,Drew Scott,Emma Slater,TV Personality,Non-US,Canada,39,4,Eliminated Week 10,10,10,252.0,25.2,5.798467230417209,7.8375,5.6,13,1,1,7.94,6.81,17,248280.0,3819.7,10,2017,35-45,False,Veteran
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3,3rd Place,10,10,268.8887,26.888869999999997,5.683481805695051,8.380550833333334,3.5,13,1,5,5.5,7.91,16,1147167.0,17648.7,10,2017,25-35,True,Veteran
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1,1st Place,10,10,295.0,29.5,5.9113826169894,9.175,1.5,13,1,4,5.4,7.58,15,736593.0,11332.2,10,2017,<25,True,Veteran
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2,2nd Place,10,10,286.5,28.65,6.346696428501645,8.883333333333333,2.4,13,3,10,5.19,8.31,30,600310.0,9235.5,10,2017,25-35,True,Veteran
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,9,Eliminated Week 6,6,6,128.0,21.333333333333332,2.804757862395018,6.75,9.0,13,2,2,7.4,7.12,20,384028.0,5908.1,10,2017,35-45,True,Veteran
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,8,Eliminated Week 7,7,7,171.5,24.5,5.722761571129798,7.738095238095239,5.571428571428571,13,1,1,7.42,7.56,14,559669.0,8610.3,10,2017,25-35,True,Veteran
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,Non-US,South Africa,21,10,Eliminated Week 5,5,5,107.5,21.5,2.8284271247461903,7.166666666666666,6.8,13,0,0,8.46,7.32,19,332384.0,5113.6,10,2017,<25,False,Veteran
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,6,Eliminated Week 8,8,8,191.5,23.9375,6.355186296021766,7.59375,6.375,13,2,8,5.8,7.65,30,385013.0,5923.3,10,2017,35-45,True,Veteran
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,Non-US,Philippines,36,7,Eliminated Week 7,7,7,178.5,25.5,4.958158260214505,8.071428571428571,4.142857142857143,13,1,5,6.0,7.91,24,465214.0,7157.1,10,2017,35-45,False,Veteran
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,5,Eliminated Week 9,9,9,228.5,25.38888888888889,3.8550111687401274,8.175925925925926,4.222222222222222,13,3,9,5.26,8.37,20,572439.0,8806.8,10,2017,<25,True,Veteran
26,Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,1,1st Place,4,4,131.0,32.75,7.675719293112969,9.291666666666666,1.0,10,2,4,6.44,7.21,12,102878.0,2057.6,4,2018,25-35,True,Veteran
26,Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,7,Eliminated Week 2,2,2,55.0,27.5,10.606601717798213,7.708333333333334,5.0,10,0,0,8.46,7.32,19,25469.0,670.2,4,2018,<25,True,Veteran
26,Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,5,Eliminated Week 3,3,3,87.0,29.0,6.928203230275509,7.833333333333333,4.666666666666667,10,1,5,5.5,7.91,16,51200.0,1024.0,4,2018,25-35,True,Veteran
26,Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,10,Eliminated Week 1,1,1,19.0,19.0,,6.333333333333333,8.0,10,1,1,7.42,7.56,14,34902.0,698.0,4,2018,25-35,True,Veteran
26,Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,6,Eliminated Week 3,3,3,81.5,27.166666666666668,5.484827557301444,7.375,5.666666666666667,10,0,1,9.89,6.34,11,87700.0,1754.0,4,2018,35-45,True,Veteran
26,Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,9,Eliminated Week 1,1,1,18.0,18.0,,6.0,9.0,10,1,1,7.94,6.81,17,131274.0,2625.5,4,2018,35-45,True,Veteran
26,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,2,2nd Place,4,4,122.0,30.5,5.873670062235365,8.71875,2.75,10,1,5,6.57,7.5,15,101488.0,2029.8,4,2018,25-35,True,Veteran
26,Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,8,Eliminated Week 2,2,2,46.5,23.25,8.838834764831844,6.520833333333334,9.0,10,1,4,5.4,7.58,15,929171.0,18583.4,4,2018,55+,True,Veteran
26,Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,4,Eliminated Week 3,3,3,95.0,31.666666666666668,7.571877794400365,8.555555555555555,2.3333333333333335,10,1,2,6.11,7.69,9,78701.0,1574.0,4,2018,<25,True,Experienced
26,Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,3,3rd Place,4,4,119.0,29.75,5.377421934967226,8.5,3.25,10,0,2,6.08,8.14,17,1273898.0,25478.0,4,2018,45-55,True,Veteran
27,Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,4,4th Place,9,9,238.5,26.5,2.358495283014151,8.833333333333334,3.3333333333333335,13,1,2,6.11,7.69,9,374469.0,6569.6,9,2018,<25,True,Experienced
27,Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,1,1st Place,9,9,201.5,22.38888888888889,2.7474735869724243,7.462962962962964,7.0,13,1,5,6.57,7.5,15,273153.0,4792.2,9,2018,35-45,True,Veteran
27,Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,12,Eliminated Week 2,2,2,36.5,18.25,0.3535533905932738,6.083333333333334,10.0,13,1,1,7.42,7.56,14,152468.0,2674.9,9,2018,45-55,True,Veteran
27,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,7,Eliminated Week 7,7,7,173.0,24.714285714285715,1.8224786888818671,8.238095238095237,4.857142857142857,13,1,4,5.4,7.58,15,266356.0,4672.9,9,2018,35-45,True,Veteran
27,Evanna Lynch,Keo Motsepe,Actor/Actress,Non-US,Ireland,27,3,3rd Place,9,9,234.5,26.055555555555557,3.924637279772206,8.685185185185185,3.7777777777777777,13,0,1,9.89,6.34,11,313988.0,5508.6,9,2018,25-35,False,Veteran
27,Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,6,Eliminated Week 8,8,8,150.0,18.75,3.6449573777637356,6.25,9.375,13,2,4,6.44,7.21,12,32593.0,571.8,9,2018,25-35,True,Veteran
27,John Schneider,Emma Slater,Actor/Actress,New York,United States,58,8,Eliminated Week 7,7,7,151.5,21.642857142857142,3.0374644814697795,7.214285714285714,7.857142857142857,13,1,1,7.94,6.81,17,553163.0,9704.6,9,2018,55+,True,Veteran
27,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,Non-US,Argentina,39,5,Eliminated Week 8,8,8,219.0,27.375,3.067688753070345,9.125,2.0,13,2,8,5.8,7.65,30,294233.0,5162.0,9,2018,35-45,False,Veteran
27,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,9,Eliminated Week 6,6,6,142.0,23.666666666666668,2.0655911179772892,7.888888888888889,5.333333333333333,13,0,2,6.08,8.14,17,652512.0,11447.6,9,2018,45-55,True,Veteran
27,Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,2,2nd Place,9,9,245.5,27.27777777777778,3.073181485764296,9.092592592592592,2.2222222222222223,13,1,5,5.5,7.91,16,427906.0,7507.1,9,2018,<25,True,Veteran
27,Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,11,Eliminated Week 3,3,3,62.0,20.666666666666668,1.2583057392117911,6.888888888888888,8.666666666666666,13,3,9,5.26,8.37,20,352154.0,6178.1,9,2018,45-55,True,Veteran
27,Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,13,Eliminated Week 1,1,1,17.5,17.5,,5.833333333333333,12.0,13,0,0,8.46,7.32,19,245769.0,4311.7,9,2018,25-35,True,Veteran
27,Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,10,Eliminated Week 4,4,4,102.0,25.5,1.7320508075688776,8.5,1.5,13,0,1,9.12,7.45,8,207479.0,3640.0,9,2018,<25,True,Experienced
28,Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,3,3rd Place,11,11,300.5,27.318181818181817,6.325633277675553,8.56060606060606,2.3636363636363638,12,0,2,6.08,8.14,17,352554.0,4965.5,11,2019,25-35,True,Veteran
28,Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,1,1st Place,11,11,294.4998,26.77270909090909,4.740043536815786,8.412872727272728,3.3636363636363638,12,1,2,6.11,7.69,9,245231.0,3454.0,11,2019,<25,True,Experienced
28,James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,5,Eliminated Week 10,10,10,265.4998,26.549979999999998,4.821512211329552,8.31666,2.6,12,1,1,7.94,6.81,17,844879.0,11899.7,11,2019,35-45,True,Veteran
28,Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,8,Eliminated Week 7,7,7,150.5,21.5,4.481443219916251,6.833333333333334,6.428571428571429,12,2,4,6.44,7.21,12,391590.0,5515.4,11,2019,35-45,True,Veteran
28,Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,7,Eliminated Week 8,8,8,186.9998,23.374975,3.8521598771709513,7.520825,4.75,12,0,1,10.43,6.61,7,325618.0,4586.2,11,2019,45-55,True,Experienced
28,Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,2,2nd Place,11,11,290.4998,26.409072727272726,6.015876117256887,8.28029696969697,3.4545454545454546,12,1,5,5.5,7.91,16,439733.0,6193.4,11,2019,35-45,True,Veteran
28,Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,10,Eliminated Week 4,4,4,55.0,13.75,4.193248541803041,4.166666666666666,11.0,12,2,2,7.4,7.12,20,431693.0,6080.2,11,2019,35-45,True,Veteran
28,Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,4,4th Place,11,11,280.5,25.5,5.191338940966964,7.992424242424241,4.181818181818182,12,0,0,8.46,7.32,19,316023.0,4451.0,11,2019,<25,True,Veteran
28,Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,12,Eliminated Week 2,2,2,32.0,16.0,1.4142135623730951,5.333333333333334,7.5,12,0,1,9.12,7.45,8,1410.0,19.9,11,2019,55+,True,Experienced
28,Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,11,Withdrew,2,2,30.0,15.0,0.0,5.0,9.5,12,2,8,5.8,7.65,30,369117.0,5198.8,11,2019,35-45,True,Veteran
28,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,9,Eliminated Week 6,6,6,141.0,23.5,5.089204259999788,7.402777777777779,4.333333333333333,12,3,9,5.26,8.37,20,36321.0,511.6,11,2019,<25,True,Veteran
28,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,6,Eliminated Week 9,9,9,170.0,18.88888888888889,3.919325338768282,5.87037037037037,8.555555555555555,12,1,4,5.4,7.58,15,420698.0,5925.3,11,2019,45-55,True,Veteran
29,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,7,Eliminated Week 9,9,9,210.9998,23.444422222222222,3.3582287004378446,7.8148074074074065,4.777777777777778,15,2,8,5.8,7.65,30,207296.0,2919.7,11,2019,35-45,True,Veteran
29,Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,13,Eliminated Week 4,4,4,72.0,18.0,2.449489742783178,6.0,8.75,15,0,1,9.89,6.34,11,820932.0,11562.4,11,2019,45-55,True,Veteran
29,Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,14,Eliminated Week 3,3,3,39.0,13.0,2.6457513110645907,4.333333333333333,13.666666666666666,15,0,1,10.43,6.61,7,650781.0,9165.9,11,2019,55+,True,Experienced
29,Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,15,Eliminated Week 2,2,2,27.0,13.5,2.1213203435596424,4.5,14.0,15,1,1,7.94,6.81,17,196032.0,2761.0,11,2019,55+,True,Veteran
29,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,8,Eliminated Week 8,8,8,171.0,21.375,4.596194077712558,7.125,7.375,15,0,0,8.46,7.32,19,837843.0,11800.6,11,2019,35-45,True,Veteran
29,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,9,Withdrew,7,7,153.0,21.857142857142858,3.023715784073817,7.285714285714286,6.428571428571429,15,0,1,9.12,7.45,8,508990.0,7168.9,11,2019,35-45,True,Experienced
29,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,12,Eliminated Week 5,5,5,98.0,19.6,1.1401754250991385,6.533333333333333,8.0,15,1,5,6.57,7.5,15,617571.0,8698.2,11,2019,35-45,True,Veteran
29,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,6,Eliminated Week 10,10,10,250.5,25.05,4.60947092649712,8.35,3.4,15,0,0,10.0,6.12,6,296525.0,4176.4,11,2019,35-45,True,Experienced
29,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4,4th Place,11,11,275.9996,25.090872727272725,3.645643478205435,8.363624242424242,3.5454545454545454,15,0,2,6.08,8.14,17,419981.0,5915.2,11,2019,45-55,True,Veteran
29,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Non-US,Canada,35,1,1st Place,11,11,286.0,26.0,3.4641016151377544,8.666666666666666,2.5454545454545454,15,1,1,7.42,7.56,14,224571.0,3163.0,11,2019,25-35,False,Veteran
29,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,10,Eliminated Week 7,7,7,155.0,22.142857142857142,3.8913824205360674,7.3809523809523805,5.857142857142857,15,3,9,5.26,8.37,20,188469.0,2654.5,11,2019,45-55,True,Veteran
29,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3,3rd Place,11,11,252.5,22.954545454545453,4.221697202870816,7.651515151515152,7.090909090909091,15,1,3,4.6,7.85,5,517529.0,7289.1,11,2019,35-45,True,Experienced
29,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2,2nd Place,11,11,289.9998,26.363618181818183,3.748925179786383,8.787872727272728,2.1818181818181817,15,2,4,6.44,7.21,12,385686.0,5432.2,11,2019,25-35,True,Veteran
29,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,5,Eliminated Week 10,10,10,235.4996,23.54996,5.155595019695701,7.849986666666666,5.9,15,1,2,6.11,7.69,9,646279.0,9102.5,11,2019,<25,True,Experienced
