season,week,celebrity_name,judge_total,judge_rank,judge_share,air_date,air_date_source,pageviews
18,4,Diana Nyad,0.0,10.0,0.0,,,
18,4,Drew Carey,33.0,4.0,0.1111111111111111,,,
18,4,James Maslow,35.0,2.0,0.11784511784511785,,,
18,4,Meryl Davis,39.0,1.0,0.13131313131313133,,,
18,4,NeNe Leakes,32.0,6.0,0.10774410774410774,,,
18,4,Sean Avery,0.0,10.0,0.0,,,
18,5,Amy Purdy,37.0,3.0,0.11490683229813664,,,
18,5,Billy Dee Williams,0.0,10.0,0.0,,,
18,5,Candace Cameron Bure,35.0,7.0,0.10869565217391304,,,
18,5,Charlie White,37.0,3.0,0.11490683229813664,,,
18,5,Cody Simpson,34.0,8.0,0.10559006211180125,,,
18,5,Danica McKellar,39.0,2.0,0.12111801242236025,,,
18,5,Diana Nyad,0.0,10.0,0.0,,,
18,5,Drew Carey,28.0,9.0,0.08695652173913043,,,
18,5,James Maslow,40.0,1.0,0.12422360248447205,,,
18,5,Meryl Davis,36.0,5.0,0.11180124223602485,,,
18,5,NeNe Leakes,36.0,5.0,0.11180124223602485,,,
18,5,Sean Avery,0.0,10.0,0.0,,,
18,6,Amy Purdy,38.0,2.0,0.1347517730496454,,,
18,6,Billy Dee Williams,0.0,9.0,0.0,,,
18,6,Candace Cameron Bure,32.0,7.0,0.11347517730496454,,,
18,6,Charlie White,36.0,3.0,0.1276595744680851,,,
18,6,Cody Simpson,0.0,9.0,0.0,,,
18,6,Danica McKellar,36.0,3.0,0.1276595744680851,,,
18,6,Diana Nyad,0.0,9.0,0.0,,,
18,6,Drew Carey,32.0,7.0,0.11347517730496454,,,
18,6,James Maslow,35.0,5.0,0.12411347517730496,,,
18,6,Meryl Davis,40.0,1.0,0.14184397163120568,,,
18,6,NeNe Leakes,33.0,6.0,0.11702127659574468,,,
18,6,Sean Avery,0.0,9.0,0.0,,,
18,7,Amy Purdy,37.5,2.0,0.1482213438735178,,,
18,7,Billy Dee Williams,0.0,8.0,0.0,,,
18,7,Candace Cameron Bure,37.0,3.0,0.14624505928853754,,,
18,7,Charlie White,35.5,5.0,0.14031620553359683,,,
18,7,Cody Simpson,0.0,8.0,0.0,,,
18,7,Danica McKellar,36.0,4.0,0.1422924901185771,,,
18,7,Diana Nyad,0.0,8.0,0.0,,,
18,7,Drew Carey,0.0,8.0,0.0,,,
18,7,James Maslow,35.0,6.0,0.1383399209486166,,,
18,7,Meryl Davis,39.0,1.0,0.1541501976284585,,,
18,7,NeNe Leakes,33.0,7.0,0.13043478260869565,,,
18,7,Sean Avery,0.0,8.0,0.0,,,
18,8,Amy Purdy,40.0,1.0,0.17699115044247787,,,
18,8,Billy Dee Williams,0.0,7.0,0.0,,,
18,8,Candace Cameron Bure,36.0,4.0,0.1592920353982301,,,
18,8,Charlie White,40.0,1.0,0.17699115044247787,,,
18,8,Cody Simpson,0.0,7.0,0.0,,,
18,8,Danica McKellar,38.0,3.0,0.168141592920354,,,
18,8,Diana Nyad,0.0,7.0,0.0,,,
18,8,Drew Carey,0.0,7.0,0.0,,,
18,8,James Maslow,36.0,4.0,0.1592920353982301,,,
18,8,Meryl Davis,36.0,4.0,0.1592920353982301,,,
18,8,NeNe Leakes,0.0,7.0,0.0,,,
18,8,Sean Avery,0.0,7.0,0.0,,,
18,9,Amy Purdy,39.0,2.0,0.20418848167539266,,,
18,9,Billy Dee Williams,0.0,6.0,0.0,,,
18,9,Candace Cameron Bure,36.0,5.0,0.18848167539267016,,,
18,9,Charlie White,38.0,3.0,0.19895287958115182,,,
18,9,Cody Simpson,0.0,6.0,0.0,,,
18,9,Danica McKellar,0.0,6.0,0.0,,,
18,9,Diana Nyad,0.0,6.0,0.0,,,
18,9,Drew Carey,0.0,6.0,0.0,,,
18,9,James Maslow,38.0,3.0,0.19895287958115182,,,
18,9,Meryl Davis,40.0,1.0,0.2094240837696335,,,
18,9,NeNe Leakes,0.0,6.0,0.0,,,
18,9,Sean Avery,0.0,6.0,0.0,,,
18,10,Amy Purdy,29.666600000000003,2.0,0.2587209505138384,,,
18,10,Billy Dee Williams,0.0,5.0,0.0,,,
18,10,Candace Cameron Bure,25.9998,4.0,0.22674296916969572,,,
18,10,Charlie White,0.0,5.0,0.0,,,
18,10,Cody Simpson,0.0,5.0,0.0,,,
18,10,Danica McKellar,0.0,5.0,0.0,,,
18,10,Diana Nyad,0.0,5.0,0.0,,,
18,10,Drew Carey,0.0,5.0,0.0,,,
18,10,James Maslow,29.0,3.0,0.2529075649013137,,,
18,10,Meryl Davis,30.0,1.0,0.2616285154151521,,,
18,10,NeNe Leakes,0.0,5.0,0.0,,,
18,10,Sean Avery,0.0,5.0,0.0,,,
18,11,Amy Purdy,,,,,,
18,11,Billy Dee Williams,,,,,,
18,11,Candace Cameron Bure,,,,,,
18,11,Charlie White,,,,,,
18,11,Cody Simpson,,,,,,
18,11,Danica McKellar,,,,,,
18,11,Diana Nyad,,,,,,
18,11,Drew Carey,,,,,,
18,11,James Maslow,,,,,,
18,11,Meryl Davis,,,,,,
18,11,NeNe Leakes,,,,,,
18,11,Sean Avery,,,,,,
19,1,Alfonso Ribeiro,36.0,1.0,0.0967741935483871,,,
19,1,Antonio Sabato Jr.,25.0,10.0,0.06720430107526881,,,
19,1,Bethany Mota,32.0,3.0,0.08602150537634409,,,
19,1,Betsey Johnson,20.0,13.0,0.053763440860215055,,,
19,1,Janel Parrish,29.0,7.0,0.07795698924731183,,,
19,1,Jonathan Bennett,30.0,6.0,0.08064516129032258,,,
19,1,Lea Thompson,32.0,3.0,0.08602150537634409,,,
19,1,Lolo Jones,22.0,12.0,0.05913978494623656,,,
19,1,Michael Waltrip,25.0,10.0,0.06720430107526881,,,
19,1,Randy Couture,31.0,5.0,0.08333333333333333,,,
19,1,Sadie Robertson,34.0,2.0,0.0913978494623656,,,
19,1,Tavis Smiley,29.0,7.0,0.07795698924731183,,,
19,1,Tommy Chong,27.0,9.0,0.07258064516129033,,,
19,2,Alfonso Ribeiro,32.0,4.0,0.08839779005524862,,,
19,2,Antonio Sabato Jr.,31.0,5.0,0.0856353591160221,,,
19,2,Bethany Mota,33.0,3.0,0.09116022099447514,,,
19,2,Betsey Johnson,28.0,8.0,0.07734806629834254,,,
19,2,Janel Parrish,34.0,2.0,0.09392265193370165,,,
19,2,Jonathan Bennett,30.0,7.0,0.08287292817679558,,,
19,2,Lea Thompson,35.0,1.0,0.09668508287292818,,,
19,2,Lolo Jones,0.0,13.0,0.0,,,
19,2,Michael Waltrip,24.0,12.0,0.06629834254143646,,,
19,2,Randy Couture,28.0,8.0,0.07734806629834254,,,
19,2,Sadie Robertson,31.0,5.0,0.0856353591160221,,,
19,2,Tavis Smiley,28.0,8.0,0.07734806629834254,,,
19,2,Tommy Chong,28.0,8.0,0.07734806629834254,,,
19,3,Alfonso Ribeiro,32.0,4.0,0.0906515580736544,,,
19,3,Antonio Sabato Jr.,29.0,8.0,0.0821529745042493,,,
19,3,Bethany Mota,40.0,1.0,0.11331444759206799,,,
19,3,Betsey Johnson,29.0,8.0,0.0821529745042493,,,
19,3,Janel Parrish,40.0,1.0,0.11331444759206799,,,
19,3,Jonathan Bennett,32.0,4.0,0.0906515580736544,,,
19,3,Lea Thompson,31.0,7.0,0.08781869688385269,,,
19,3,Lolo Jones,0.0,12.0,0.0,,,
19,3,Michael Waltrip,28.0,10.0,0.07932011331444759,,,
19,3,Randy Couture,26.0,11.0,0.07365439093484419,,,
19,3,Sadie Robertson,32.0,4.0,0.0906515580736544,,,
19,3,Tavis Smiley,0.0,12.0,0.0,,,
19,3,Tommy Chong,34.0,3.0,0.09631728045325778,,,
19,4,Alfonso Ribeiro,40.0,1.0,0.125,,,
19,4,Antonio Sabato Jr.,29.0,6.0,0.090625,,,
19,4,Bethany Mota,33.0,5.0,0.103125,,,
19,4,Betsey Johnson,29.0,6.0,0.090625,,,
19,4,Janel Parrish,36.0,4.0,0.1125,,,
19,4,Jonathan Bennett,24.0,10.0,0.075,,,
19,4,Lea Thompson,39.0,2.0,0.121875,,,
19,4,Lolo Jones,0.0,11.0,0.0,,,
19,4,Michael Waltrip,25.0,9.0,0.078125,,,
19,4,Randy Couture,0.0,11.0,0.0,,,
19,4,Sadie Robertson,37.0,3.0,0.115625,,,
19,4,Tavis Smiley,0.0,11.0,0.0,,,
19,4,Tommy Chong,28.0,8.0,0.0875,,,
19,5,Alfonso Ribeiro,34.0,2.0,0.12878787878787878,,,
19,5,Antonio Sabato Jr.,28.0,6.0,0.10606060606060606,,,
19,5,Bethany Mota,32.0,5.0,0.12121212121212122,,,
19,5,Betsey Johnson,0.0,10.0,0.0,,,
19,5,Janel Parrish,33.0,4.0,0.125,,,
19,5,Jonathan Bennett,24.0,7.0,0.09090909090909091,,,
19,5,Lea Thompson,34.0,2.0,0.12878787878787878,,,
19,5,Lolo Jones,0.0,10.0,0.0,,,
19,5,Michael Waltrip,20.0,9.0,0.07575757575757576,,,
19,5,Randy Couture,0.0,10.0,0.0,,,
19,5,Sadie Robertson,36.0,1.0,0.13636363636363635,,,
19,5,Tavis Smiley,0.0,10.0,0.0,,,
19,5,Tommy Chong,23.0,8.0,0.08712121212121213,,,
19,6,Alfonso Ribeiro,39.0,1.0,0.13310580204778158,,,
19,6,Antonio Sabato Jr.,28.0,8.0,0.09556313993174062,,,
19,6,Bethany Mota,36.0,2.0,0.12286689419795221,,,
19,6,Betsey Johnson,0.0,10.0,0.0,,,
19,6,Janel Parrish,33.0,4.0,0.11262798634812286,,,
19,6,Jonathan Bennett,32.0,5.0,0.10921501706484642,,,
19,6,Lea Thompson,32.0,5.0,0.10921501706484642,,,
19,6,Lolo Jones,0.0,10.0,0.0,,,
19,6,Michael Waltrip,30.0,7.0,0.10238907849829351,,,
19,6,Randy Couture,0.0,10.0,0.0,,,
19,6,Sadie Robertson,35.0,3.0,0.11945392491467577,,,
19,6,Tavis Smiley,0.0,10.0,0.0,,,
19,6,Tommy Chong,28.0,8.0,0.09556313993174062,,,
19,7,Alfonso Ribeiro,34.0,3.0,0.13152804642166344,,,
19,7,Antonio Sabato Jr.,29.5,7.0,0.11411992263056092,,,
19,7,Bethany Mota,37.5,1.0,0.1450676982591876,,,
19,7,Betsey Johnson,0.0,9.0,0.0,,,
19,7,Janel Parrish,33.5,4.0,0.12959381044487428,,,
19,7,Jonathan Bennett,0.0,9.0,0.0,,,
19,7,Lea Thompson,35.0,2.0,0.13539651837524178,,,
19,7,Lolo Jones,0.0,9.0,0.0,,,
19,7,Michael Waltrip,28.0,8.0,0.10831721470019343,,,
19,7,Randy Couture,0.0,9.0,0.0,,,
19,7,Sadie Robertson,31.0,5.0,0.11992263056092843,,,
19,7,Tavis Smiley,0.0,9.0,0.0,,,
19,7,Tommy Chong,30.0,6.0,0.11605415860735009,,,
19,8,Alfonso Ribeiro,41.0,2.0,0.16532258064516128,,,
19,8,Antonio Sabato Jr.,0.0,8.0,0.0,,,
19,8,Bethany Mota,40.0,3.0,0.16129032258064516,,,
19,8,Betsey Johnson,0.0,8.0,0.0,,,
19,8,Janel Parrish,43.0,1.0,0.17338709677419356,,,
19,8,Jonathan Bennett,0.0,8.0,0.0,,,
19,8,Lea Thompson,32.0,5.0,0.12903225806451613,,,
19,8,Lolo Jones,0.0,8.0,0.0,,,
19,8,Michael Waltrip,25.0,7.0,0.10080645161290322,,,
19,8,Randy Couture,0.0,8.0,0.0,,,
19,8,Sadie Robertson,38.0,4.0,0.1532258064516129,,,
19,8,Tavis Smiley,0.0,8.0,0.0,,,
19,8,Tommy Chong,29.0,6.0,0.11693548387096774,,,
19,9,Alfonso Ribeiro,38.5,1.0,0.17990654205607476,,,
19,9,Antonio Sabato Jr.,0.0,7.0,0.0,,,
19,9,Bethany Mota,37.0,3.0,0.17289719626168223,,,
19,9,Betsey Johnson,0.0,7.0,0.0,,,
19,9,Janel Parrish,38.5,1.0,0.17990654205607476,,,
19,9,Jonathan Bennett,0.0,7.0,0.0,,,
19,9,Lea Thompson,35.0,5.0,0.16355140186915887,,,
19,9,Lolo Jones,0.0,7.0,0.0,,,
19,9,Michael Waltrip,0.0,7.0,0.0,,,
19,9,Randy Couture,0.0,7.0,0.0,,,
19,9,Sadie Robertson,36.5,4.0,0.1705607476635514,,,
19,9,Tavis Smiley,0.0,7.0,0.0,,,
19,9,Tommy Chong,28.5,6.0,0.13317757009345793,,,
19,10,Alfonso Ribeiro,37.5,3.0,0.2054794520547945,,,
19,10,Antonio Sabato Jr.,0.0,6.0,0.0,,,
19,10,Bethany Mota,38.0,2.0,0.20821917808219179,,,
19,10,Betsey Johnson,0.0,6.0,0.0,,,
19,10,Janel Parrish,39.0,1.0,0.2136986301369863,,,
19,10,Jonathan Bennett,0.0,6.0,0.0,,,
19,10,Lea Thompson,0.0,6.0,0.0,,,
19,10,Lolo Jones,0.0,6.0,0.0,,,
19,10,Michael Waltrip,0.0,6.0,0.0,,,
19,10,Randy Couture,0.0,6.0,0.0,,,
19,10,Sadie Robertson,37.0,4.0,0.20273972602739726,,,
19,10,Tavis Smiley,0.0,6.0,0.0,,,
19,10,Tommy Chong,31.0,5.0,0.16986301369863013,,,
19,11,Alfonso Ribeiro,40.0,1.0,0.255864084998049,,,
19,11,Antonio Sabato Jr.,0.0,5.0,0.0,,,
19,11,Bethany Mota,38.0,4.0,0.2430708807481466,,,
19,11,Betsey Johnson,0.0,5.0,0.0,,,
19,11,Janel Parrish,38.9998,3.0,0.24946620355267282,,,
19,11,Jonathan Bennett,0.0,5.0,0.0,,,
19,11,Lea Thompson,0.0,5.0,0.0,,,
19,11,Lolo Jones,0.0,5.0,0.0,,,
19,11,Michael Waltrip,0.0,5.0,0.0,,,
19,11,Randy Couture,0.0,5.0,0.0,,,
19,11,Sadie Robertson,39.333200000000005,2.0,0.2515988307011316,,,
19,11,Tavis Smiley,0.0,5.0,0.0,,,
19,11,Tommy Chong,0.0,5.0,0.0,,,
20,1,Charlotte McKinney,22.0,11.0,0.06918238993710692,,,
20,1,Chris Soules,26.0,5.0,0.08176100628930817,,,
20,1,Michael Sam,26.0,5.0,0.08176100628930817,,,
20,1,Nastia Liukin,30.0,3.0,0.09433962264150944,,,
20,1,Noah Galloway,26.0,5.0,0.08176100628930817,,,
20,1,Patti LaBelle,25.0,8.0,0.07861635220125786,,,
20,1,Redfoo,22.0,11.0,0.06918238993710692,,,
20,1,Riker Lynch,31.0,2.0,0.09748427672955975,,,
20,1,Robert Herjavec,28.0,4.0,0.0880503144654088,,,
20,1,Rumer Willis,32.0,1.0,0.10062893081761007,,,
20,1,Suzanne Somers,25.0,8.0,0.07861635220125786,,,
20,1,Willow Shields,25.0,8.0,0.07861635220125786,,,
20,2,Charlotte McKinney,26.0,11.0,0.07492795389048991,,,
20,2,Chris Soules,21.0,12.0,0.06051873198847262,,,
20,2,Michael Sam,28.0,6.0,0.08069164265129683,,,
20,2,Nastia Liukin,34.0,1.0,0.09798270893371758,,,
20,2,Noah Galloway,27.0,10.0,0.07780979827089338,,,
20,2,Patti LaBelle,28.0,6.0,0.08069164265129683,,,
20,2,Redfoo,31.0,5.0,0.0893371757925072,,,
20,2,Riker Lynch,32.0,2.0,0.09221902017291066,,,
20,2,Robert Herjavec,28.0,6.0,0.08069164265129683,,,
20,2,Rumer Willis,32.0,2.0,0.09221902017291066,,,
20,2,Suzanne Somers,28.0,6.0,0.08069164265129683,,,
20,2,Willow Shields,32.0,2.0,0.09221902017291066,,,
20,3,Charlotte McKinney,22.0,10.0,0.07028753993610223,,,
20,3,Chris Soules,28.0,7.0,0.08945686900958466,,,
20,3,Michael Sam,24.0,9.0,0.07667731629392971,,,
20,3,Nastia Liukin,34.0,1.0,0.10862619808306709,,,
20,3,Noah Galloway,30.0,5.0,0.09584664536741214,,,
20,3,Patti LaBelle,22.0,10.0,0.07028753993610223,,,
20,3,Redfoo,0.0,12.0,0.0,,,
20,3,Riker Lynch,34.0,1.0,0.10862619808306709,,,
20,3,Robert Herjavec,29.0,6.0,0.0926517571884984,,,
20,3,Rumer Willis,33.0,3.0,0.10543130990415335,,,
20,3,Suzanne Somers,25.0,8.0,0.07987220447284345,,,
20,3,Willow Shields,32.0,4.0,0.10223642172523961,,,
20,4,Charlotte McKinney,0.0,11.0,0.0,,,
20,4,Chris Soules,27.0,10.0,0.08307692307692308,,,
20,4,Michael Sam,30.0,7.0,0.09230769230769231,,,
20,4,Nastia Liukin,36.0,2.0,0.11076923076923077,,,
20,4,Noah Galloway,32.0,6.0,0.09846153846153846,,,
20,4,Patti LaBelle,30.0,7.0,0.09230769230769231,,,
20,4,Redfoo,0.0,11.0,0.0,,,
20,4,Riker Lynch,34.0,4.0,0.10461538461538461,,,
20,4,Robert Herjavec,34.0,4.0,0.10461538461538461,,,
20,4,Rumer Willis,35.0,3.0,0.1076923076923077,,,
20,4,Suzanne Somers,28.0,9.0,0.08615384615384615,,,
20,4,Willow Shields,39.0,1.0,0.12,,,
20,5,Charlotte McKinney,0.0,10.0,0.0,2015-04-13,wikipedia_week_date_table,
20,5,Chris Soules,27.0,7.0,0.09540636042402827,2015-04-13,wikipedia_week_date_table,
20,5,Michael Sam,0.0,10.0,0.0,2015-04-13,wikipedia_week_date_table,
20,5,Nastia Liukin,38.0,2.0,0.13427561837455831,2015-04-13,wikipedia_week_date_table,
20,5,Noah Galloway,28.0,5.0,0.0989399293286219,2015-04-13,wikipedia_week_date_table,
20,5,Patti LaBelle,27.0,7.0,0.09540636042402827,2015-04-13,wikipedia_week_date_table,
20,5,Redfoo,0.0,10.0,0.0,2015-04-13,wikipedia_week_date_table,
20,5,Riker Lynch,38.0,2.0,0.13427561837455831,2015-04-13,wikipedia_week_date_table,
20,5,Robert Herjavec,24.0,9.0,0.08480565371024736,2015-04-13,wikipedia_week_date_table,
20,5,Rumer Willis,39.0,1.0,0.13780918727915195,2015-04-13,wikipedia_week_date_table,
20,5,Suzanne Somers,28.0,5.0,0.0989399293286219,2015-04-13,wikipedia_week_date_table,
20,5,Willow Shields,34.0,4.0,0.12014134275618374,2015-04-13,wikipedia_week_date_table,
20,6,Charlotte McKinney,0.0,9.0,0.0,2015-05-11,wikipedia_week_date_table,
20,6,Chris Soules,35.0,5.0,0.12367491166077739,2015-05-11,wikipedia_week_date_table,
20,6,Michael Sam,0.0,9.0,0.0,2015-05-11,wikipedia_week_date_table,
20,6,Nastia Liukin,36.5,2.0,0.12897526501766785,2015-05-11,wikipedia_week_date_table,
20,6,Noah Galloway,34.0,6.0,0.12014134275618374,2015-05-11,wikipedia_week_date_table,
20,6,Patti LaBelle,34.0,6.0,0.12014134275618374,2015-05-11,wikipedia_week_date_table,
20,6,Redfoo,0.0,9.0,0.0,2015-05-11,wikipedia_week_date_table,
20,6,Riker Lynch,38.0,1.0,0.13427561837455831,2015-05-11,wikipedia_week_date_table,
20,6,Robert Herjavec,33.5,8.0,0.11837455830388692,2015-05-11,wikipedia_week_date_table,
20,6,Rumer Willis,35.5,4.0,0.1254416961130742,2015-05-11,wikipedia_week_date_table,
20,6,Suzanne Somers,0.0,9.0,0.0,2015-05-11,wikipedia_week_date_table,
20,6,Willow Shields,36.5,2.0,0.12897526501766785,2015-05-11,wikipedia_week_date_table,
20,7,Charlotte McKinney,0.0,8.0,0.0,2015-03-16,wikipedia_week_date_table,
20,7,Chris Soules,31.0,6.0,0.1220472440944882,2015-03-16,wikipedia_week_date_table,
20,7,Michael Sam,0.0,8.0,0.0,2015-03-16,wikipedia_week_date_table,
20,7,Nastia Liukin,41.0,1.0,0.16141732283464566,2015-03-16,wikipedia_week_date_table,
20,7,Noah Galloway,38.0,3.0,0.14960629921259844,2015-03-16,wikipedia_week_date_table,
20,7,Patti LaBelle,0.0,8.0,0.0,2015-03-16,wikipedia_week_date_table,
20,7,Redfoo,0.0,8.0,0.0,2015-03-16,wikipedia_week_date_table,
20,7,Riker Lynch,37.0,4.0,0.14566929133858267,2015-03-16,wikipedia_week_date_table,
20,7,Robert Herjavec,31.0,6.0,0.1220472440944882,2015-03-16,wikipedia_week_date_table,
20,7,Rumer Willis,37.0,4.0,0.14566929133858267,2015-03-16,wikipedia_week_date_table,
20,7,Suzanne Somers,0.0,8.0,0.0,2015-03-16,wikipedia_week_date_table,
20,7,Willow Shields,39.0,2.0,0.15354330708661418,2015-03-16,wikipedia_week_date_table,
20,8,Charlotte McKinney,0.0,7.0,0.0,2015-03-30,wikipedia_week_date_table,
20,8,Chris Soules,32.0,4.0,0.15130023640661938,2015-03-30,wikipedia_week_date_table,
20,8,Michael Sam,0.0,7.0,0.0,2015-03-30,wikipedia_week_date_table,
20,8,Nastia Liukin,38.0,3.0,0.17966903073286053,2015-03-30,wikipedia_week_date_table,
20,8,Noah Galloway,31.5,5.0,0.14893617021276595,2015-03-30,wikipedia_week_date_table,
20,8,Patti LaBelle,0.0,7.0,0.0,2015-03-30,wikipedia_week_date_table,
20,8,Redfoo,0.0,7.0,0.0,2015-03-30,wikipedia_week_date_table,
20,8,Riker Lynch,39.0,2.0,0.18439716312056736,2015-03-30,wikipedia_week_date_table,
20,8,Robert Herjavec,31.0,6.0,0.14657210401891252,2015-03-30,wikipedia_week_date_table,
20,8,Rumer Willis,40.0,1.0,0.18912529550827423,2015-03-30,wikipedia_week_date_table,
20,8,Suzanne Somers,0.0,7.0,0.0,2015-03-30,wikipedia_week_date_table,
20,8,Willow Shields,0.0,7.0,0.0,2015-03-30,wikipedia_week_date_table,
20,9,Charlotte McKinney,0.0,5.0,0.0,,,
20,9,Chris Soules,0.0,5.0,0.0,,,
20,9,Michael Sam,0.0,5.0,0.0,,,
20,9,Nastia Liukin,40.0,1.0,0.25477707006369427,,,
20,9,Noah Galloway,38.0,4.0,0.24203821656050956,,,
20,9,Patti LaBelle,0.0,5.0,0.0,,,
20,9,Redfoo,0.0,5.0,0.0,,,
20,9,Riker Lynch,40.0,1.0,0.25477707006369427,,,
20,9,Robert Herjavec,0.0,5.0,0.0,,,
20,9,Rumer Willis,39.0,3.0,0.2484076433121019,,,
20,9,Suzanne Somers,0.0,5.0,0.0,,,
20,9,Willow Shields,0.0,5.0,0.0,,,
20,10,Charlotte McKinney,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,10,Chris Soules,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,10,Michael Sam,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,10,Nastia Liukin,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,10,Noah Galloway,36.0,3.0,0.3103448275862069,2015-04-20,wikipedia_week_date_table,
20,10,Patti LaBelle,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,10,Redfoo,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,10,Riker Lynch,40.0,1.0,0.3448275862068966,2015-04-20,wikipedia_week_date_table,
20,10,Robert Herjavec,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,10,Rumer Willis,40.0,1.0,0.3448275862068966,2015-04-20,wikipedia_week_date_table,
20,10,Suzanne Somers,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,10,Willow Shields,0.0,4.0,0.0,2015-04-20,wikipedia_week_date_table,
20,11,Charlotte McKinney,,,,2015-05-04,wikipedia_week_date_table,
20,11,Chris Soules,,,,2015-05-04,wikipedia_week_date_table,
20,11,Michael Sam,,,,2015-05-04,wikipedia_week_date_table,
20,11,Nastia Liukin,,,,2015-05-04,wikipedia_week_date_table,
20,11,Noah Galloway,,,,2015-05-04,wikipedia_week_date_table,
20,11,Patti LaBelle,,,,2015-05-04,wikipedia_week_date_table,
20,11,Redfoo,,,,2015-05-04,wikipedia_week_date_table,
20,11,Riker Lynch,,,,2015-05-04,wikipedia_week_date_table,
20,11,Robert Herjavec,,,,2015-05-04,wikipedia_week_date_table,
20,11,Rumer Willis,,,,2015-05-04,wikipedia_week_date_table,
20,11,Suzanne Somers,,,,2015-05-04,wikipedia_week_date_table,
20,11,Willow Shields,,,,2015-05-04,wikipedia_week_date_table,
21,1,Alek Skarlatos,22.0,5.0,0.088,,,
21,1,Alexa PenaVega,22.0,5.0,0.088,,,
21,1,Andy Grammer,21.0,7.0,0.084,,,
21,1,Bindi Irwin,24.0,1.0,0.096,,,
21,1,Carlos PenaVega,23.0,3.0,0.092,,,
21,1,Chaka Khan,13.0,12.0,0.052,,,
21,1,Gary Busey,15.0,9.0,0.06,,,
21,1,Hayes Grier,21.0,7.0,0.084,,,
21,1,Kim Zolciak-Biermann,12.0,13.0,0.048,,,
21,1,Nick Carter,24.0,1.0,0.096,,,
21,1,Paula Deen,15.0,9.0,0.06,,,
21,1,Tamar Braxton,23.0,3.0,0.092,,,
21,1,Victor Espinoza,15.0,9.0,0.06,,,
21,2,Alek Skarlatos,22.5,4.0,0.08317929759704251,,,
21,2,Alexa PenaVega,23.0,3.0,0.08502772643253234,,,
21,2,Andy Grammer,22.0,8.0,0.08133086876155268,,,
21,2,Bindi Irwin,24.0,2.0,0.08872458410351201,,,
21,2,Carlos PenaVega,22.5,4.0,0.08317929759704251,,,
21,2,Chaka Khan,15.0,13.0,0.05545286506469501,,,
21,2,Gary Busey,16.5,12.0,0.06099815157116451,,,
21,2,Hayes Grier,22.5,4.0,0.08317929759704251,,,
21,2,Kim Zolciak-Biermann,18.5,9.0,0.06839186691312385,,,
21,2,Nick Carter,22.5,4.0,0.08317929759704251,,,
21,2,Paula Deen,18.5,9.0,0.06839186691312385,,,
21,2,Tamar Braxton,24.5,1.0,0.09057301293900184,,,
21,2,Victor Espinoza,18.5,9.0,0.06839186691312385,,,
21,3,Alek Skarlatos,33.0,3.0,0.10819672131147541,,,
21,3,Alexa PenaVega,36.0,1.0,0.1180327868852459,,,
21,3,Andy Grammer,29.0,8.0,0.09508196721311475,,,
21,3,Bindi Irwin,32.0,5.0,0.10491803278688525,,,
21,3,Carlos PenaVega,31.0,6.0,0.10163934426229508,,,
21,3,Chaka Khan,0.0,11.0,0.0,,,
21,3,Gary Busey,25.0,9.0,0.08196721311475409,,,
21,3,Hayes Grier,30.0,7.0,0.09836065573770492,,,
21,3,Kim Zolciak-Biermann,0.0,11.0,0.0,,,
21,3,Nick Carter,36.0,1.0,0.1180327868852459,,,
21,3,Paula Deen,20.0,10.0,0.06557377049180328,,,
21,3,Tamar Braxton,33.0,3.0,0.10819672131147541,,,
21,3,Victor Espinoza,0.0,11.0,0.0,,,
21,4,Alek Skarlatos,24.0,6.0,0.1016949152542373,,,
21,4,Alexa PenaVega,21.0,8.0,0.08898305084745763,,,
21,4,Andy Grammer,23.0,7.0,0.09745762711864407,,,
21,4,Bindi Irwin,28.0,1.0,0.11864406779661017,,,
21,4,Carlos PenaVega,25.0,5.0,0.1059322033898305,,,
21,4,Chaka Khan,0.0,11.0,0.0,,,
21,4,Gary Busey,16.0,10.0,0.06779661016949153,,,
21,4,Hayes Grier,27.0,2.0,0.11440677966101695,,,
21,4,Kim Zolciak-Biermann,0.0,11.0,0.0,,,
21,4,Nick Carter,27.0,2.0,0.11440677966101695,,,
21,4,Paula Deen,18.0,9.0,0.07627118644067797,,,
21,4,Tamar Braxton,27.0,2.0,0.11440677966101695,,,
21,4,Victor Espinoza,0.0,11.0,0.0,,,
21,5,Alek Skarlatos,29.0,7.0,0.09634551495016612,,,
21,5,Alexa PenaVega,40.0,1.0,0.132890365448505,,,
21,5,Andy Grammer,36.0,4.0,0.11960132890365449,,,
21,5,Bindi Irwin,37.0,3.0,0.12292358803986711,,,
21,5,Carlos PenaVega,39.0,2.0,0.12956810631229235,,,
21,5,Chaka Khan,0.0,10.0,0.0,,,
21,5,Gary Busey,0.0,10.0,0.0,,,
21,5,Hayes Grier,30.0,6.0,0.09966777408637874,,,
