celebrity_name,total_score,is_eliminated,vote_mean,vote_std,vote_ci_lower,vote_ci_upper,certainty,season,week
Lea Thompson,35.0,False,0.1352595096648501,0.0004923589427279937,0.1344983631563117,0.13621608732184642,0.9963598940736369,19,7
Michael Waltrip,28.0,False,0.10891205384396621,0.000467025219738063,0.10815453459558139,0.10984566435116601,0.9957119051266158,19,7
Sadie Robertson,31.0,False,0.119480930673446,0.0005382313454406822,0.11854443909322945,0.12044367240541974,0.9954952531554033,19,7
Tommy Chong,30.0,False,0.11583905624008665,0.00048705913635628767,0.11495216970771159,0.11676598914643126,0.9957953806586026,19,7
Alfonso Ribeiro,41.0,False,0.1646725790599698,0.0012666815612736373,0.16270548072645297,0.16725835986899182,0.9923078780419639,19,8
Bethany Mota,40.0,False,0.15983908787118598,0.0014615748901069816,0.15705170322877413,0.16248400120783085,0.9908559607692152,19,8
Janel Parrish,43.0,False,0.17423736538306375,0.0013550271641566062,0.1715145936571826,0.1768194349719089,0.9922230965718659,19,8
Lea Thompson,32.0,False,0.1276619202233923,0.001178545556569186,0.1252285770129458,0.12988992447638184,0.9907682294414272,19,8
Michael Waltrip,25.0,True,0.10498824823847588,0.0008720604067669683,0.10338150932251416,0.10647848721362062,0.9916937331425311,19,8
Sadie Robertson,38.0,False,0.1512998902729083,0.0011968732002477014,0.14893861603763167,0.15386590628414248,0.9920893980948113,19,8
Tommy Chong,29.0,False,0.11730090895100409,0.0010666293850008933,0.1154019686649862,0.11944307599298808,0.9909068958242564,19,8
Alfonso Ribeiro,38.5,False,0.17967494163082037,0.0007977447610659834,0.17827350486765806,0.18139177686987334,0.9955600666747113,19,9
Bethany Mota,37.0,False,0.17224725478864578,0.0007462344256026858,0.17096002097369215,0.17367640916192317,0.9956676556237813,19,9
Janel Parrish,38.5,False,0.17958864938210323,0.0007503003565454015,0.17813587366070663,0.1810960977463208,0.9958221170484499,19,9
Lea Thompson,35.0,True,0.16290317343324165,0.0006286213578053681,0.161699185052571,0.16418168007070386,0.9961411349787916,19,9
Sadie Robertson,36.5,False,0.16985082410310823,0.0007907178562376174,0.1683088547734041,0.17119428215727792,0.9953446333839534,19,9
Tommy Chong,28.5,False,0.1357351566620805,0.0006155648702857663,0.134433975982773,0.13682005095208236,0.9954649562764476,19,9
Alfonso Ribeiro,37.5,False,0.2050560743717968,0.0006934184082264204,0.20364469803997576,0.20644228519859179,0.9966183961613878,19,10
Bethany Mota,38.0,False,0.20777578404753658,0.0007782982429231162,0.20628806867657698,0.20913462617220055,0.9962541436361754,19,10
Janel Parrish,39.0,False,0.2134518877479301,0.0008044859595874669,0.21210939914569976,0.21492413610997702,0.9962310665505216,19,10
Sadie Robertson,37.0,False,0.20214650560002093,0.0006921948726947685,0.20083732919481354,0.20336004242050895,0.996575776214186,19,10
Tommy Chong,31.0,True,0.17156974823271554,0.0006324753054068257,0.17041090480366494,0.17288044400757616,0.996313596587267,19,10
Alfonso Ribeiro,40.0,False,0.2558806245627512,0.0001704560863408981,0.2556321863928718,0.25627079485015697,0.9993338452779214,19,11
Bethany Mota,38.0,True,0.24313180025357603,0.00018925756848741022,0.24278057462017527,0.24353921087946415,0.9992215844727427,19,11
Janel Parrish,38.99980000000001,False,0.24940395011222893,0.00018864286359006842,0.249073202101784,0.24980752259296726,0.9992436251971744,19,11
Sadie Robertson,39.333200000000005,False,0.25158362507144394,0.0001718574558833897,0.25126920629590543,0.25190325236624916,0.9993168972907732,19,11
Charlotte McKinney,22.0,False,0.06980645752868665,0.0003711350567969582,0.06914532252953971,0.07056642200346219,0.9946833707090144,20,1
Chris Soules,26.0,False,0.0812245287702621,0.0004374528752400088,0.0804661128937285,0.08200986223546212,0.9946142762308008,20,1
Michael Sam,26.0,False,0.08122801996723746,0.00044151282593074635,0.08042586144976856,0.08199942174647079,0.9945645255650842,20,1
Nastia Liukin,30.0,False,0.09452502227249285,0.00048781014168855106,0.09372548766204122,0.09543823683071748,0.9948393543851033,20,1
Noah Galloway,26.0,False,0.08120696063763225,0.00041805223668870604,0.08026650985552818,0.08187886878845262,0.9948520147360992,20,1
Patti LaBelle,25.0,False,0.0782178174842511,0.00039036471772484487,0.07744990855431713,0.07892166221914451,0.9950092609295389,20,1
Redfoo,22.0,False,0.06985194683626228,0.0004030331404662326,0.06911183301364729,0.07068392094497775,0.9942301802781393,20,1
Riker Lynch,31.0,False,0.09810166884032918,0.000504667974205781,0.09708862506878342,0.09897560166062261,0.9948556637193687,20,1
Robert Herjavec,28.0,False,0.08755109232338437,0.00043709165202370637,0.08672558295425206,0.08838644426901159,0.9950075819681469,20,1
Rumer Willis,32.0,False,0.10182023331922935,0.00048582480652791817,0.10067028783794371,0.10280709792009035,0.9952286025017764,20,1
Suzanne Somers,25.0,False,0.07820596773755295,0.0004556486901181653,0.07732863674557267,0.07907082311323348,0.9941737350319959,20,1
Willow Shields,25.0,False,0.07826028428267948,0.0004316342770466446,0.07742415814605323,0.07897132399741459,0.9944846318793379,20,1
Charlotte McKinney,26.0,False,0.07480747423186805,0.0003973816804094365,0.07406068228620068,0.07557576115890222,0.9946879414859304,20,2
Chris Soules,21.0,False,0.06292703737751942,0.00039332858222133383,0.062111304022394925,0.06364027697476572,0.993749450178917,20,2
Michael Sam,28.0,False,0.0802555728326734,0.00044145480765402193,0.079419146731279,0.08103619279233742,0.9944993874933219,20,2
Nastia Liukin,34.0,False,0.09873773765971024,0.0005802046498796665,0.09778132857084115,0.10007019664160823,0.9941237801915284,20,2
Noah Galloway,27.0,False,0.07737750528373834,0.0004478511591539022,0.07658679626088363,0.07833175319530915,0.9942121271872018,20,2
Patti LaBelle,28.0,False,0.08023750962025178,0.0004511181088703062,0.0792753991632282,0.08099489219797268,0.9943777154724098,20,2
Redfoo,31.0,True,0.08900945002696113,0.0005254808080315991,0.08805866796834601,0.08992377850209517,0.9940963481082915,20,2
Riker Lynch,32.0,False,0.09210569420922882,0.0005429986452439611,0.09106246289193604,0.09337661494295572,0.994104613727676,20,2
Robert Herjavec,28.0,False,0.08010090322985784,0.00048739214308438555,0.0792067832172239,0.08105216606757151,0.993915272819262,20,2
Rumer Willis,32.0,False,0.09213106863694755,0.0005060974743063221,0.09134929521130321,0.09313419965901891,0.9945067664817755,20,2
Suzanne Somers,28.0,False,0.08020397673165673,0.0004610009295070919,0.07930981923626768,0.0811639437769944,0.9942521437428284,20,2
Willow Shields,32.0,False,0.09210607015958663,0.0005227804284551178,0.09105235957218288,0.09302588194109283,0.9943241479356428,20,2
Charlotte McKinney,22.0,True,0.0716509300207569,0.0004655511381214988,0.0707837497135549,0.07265919067669642,0.993502510881762,20,3
Chris Soules,28.0,False,0.08842443191941016,0.0006372210960069037,0.08701935674795423,0.08939836600511995,0.9927936082576401,20,3
Michael Sam,24.0,False,0.0769255917528968,0.0005778010892873699,0.07561798380297993,0.07804964560735177,0.9924888314003043,20,3
Nastia Liukin,34.0,False,0.10920382062284442,0.0008046167572907859,0.10765059620304916,0.11085064479437473,0.9926319724648676,20,3
Noah Galloway,30.0,False,0.09491405772534532,0.0007269291710874805,0.0936768817018331,0.09633301423880798,0.9923411853996275,20,3
Patti LaBelle,22.0,False,0.07159802819262034,0.0005029858453108984,0.07050041299359953,0.07257124202592734,0.9929748645597095,20,3
Riker Lynch,34.0,False,0.10909016792122875,0.0007849004605240017,0.10751622149025392,0.11054550911787943,0.99280503022884,20,3
Robert Herjavec,29.0,False,0.0915735573500291,0.000599882115589902,0.09054445783869222,0.09273045627554548,0.9934491775469972,20,3
Rumer Willis,33.0,False,0.10534052566383309,0.0007846573998929931,0.10370739726106155,0.10669347919289121,0.9925512295011986,20,3
Suzanne Somers,25.0,False,0.07958926625161668,0.0006008375350157258,0.07839600081525439,0.08075695514531835,0.9924507717772367,20,3
Willow Shields,32.0,False,0.10168962257941846,0.0007816922984110431,0.1001973996588834,0.10310938942964643,0.992312958996376,20,3
Chris Soules,27.0,False,0.08391183029335389,0.00043000557306261143,0.08308705110702608,0.08459468270759694,0.994875507165565,20,4
Michael Sam,30.0,True,0.09206041138626865,0.0005063270567156038,0.0911716366812459,0.09308156775436242,0.9945000565488334,20,4
Nastia Liukin,36.0,False,0.11062110150272453,0.0005712735736904355,0.10951347071895502,0.11155476158282145,0.9948357631055015,20,4
Noah Galloway,32.0,False,0.09787685647862339,0.0005694957050927722,0.09692829131605772,0.09904273815984715,0.9941815080134173,20,4
Patti LaBelle,30.0,False,0.09201324308508262,0.0004446356501984682,0.09127222519895685,0.09270699434083506,0.9951676993953216,20,4
Riker Lynch,34.0,False,0.10415346877358005,0.0005288585298092829,0.10318374468112283,0.1050388243513903,0.994922314772262,20,4
Robert Herjavec,34.0,False,0.10395057859272969,0.0005646121633270456,0.10295384368241377,0.10501943230624755,0.9945684557895618,20,4
Rumer Willis,35.0,False,0.10731236145053302,0.0005359776715218018,0.10638406403066009,0.10824847419625201,0.9950054433219339,20,4
Suzanne Somers,28.0,False,0.08660268790018816,0.0004431777525768414,0.08577166230797567,0.08745629036763426,0.9948826328221173,20,4
Willow Shields,39.0,False,0.12149746053691594,0.0006903081019598531,0.12008678786271328,0.12267469067741751,0.9943183330835947,20,4
Chris Soules,27.0,False,0.09516695181571075,0.0007015811823431704,0.09398595582466367,0.09657068788313372,0.9926278905759032,20,5
Nastia Liukin,38.0,False,0.13467337340233987,0.0010574828110955974,0.13263393546376503,0.13669590377199128,0.9921477959274374,20,5
Noah Galloway,28.0,False,0.098068155973019,0.0008076479109798574,0.096550620565942,0.09969257893466117,0.9917644223757806,20,5
Patti LaBelle,27.0,False,0.09498813647349685,0.0007672473341582499,0.09342462676572778,0.0965306489037284,0.9919227035854912,20,5
Riker Lynch,38.0,False,0.134624857741158,0.001057307741780854,0.13234368167229035,0.13636858135140253,0.9921462665994885,20,5
Robert Herjavec,24.0,False,0.08634032748703677,0.0006294892458034807,0.08513031930803973,0.08732502294152093,0.992709209425943,20,5
Rumer Willis,39.0,False,0.13940133107586067,0.001141044133858725,0.13741161370651508,0.14138678693807336,0.991814682650069,20,5
Suzanne Somers,28.0,True,0.0979081218972218,0.0008306301112212155,0.09616016629091503,0.09928438307024,0.9915162287343928,20,5
Willow Shields,34.0,False,0.1188287441341563,0.0009564032542187555,0.11724568745702274,0.12083969143318607,0.991951414944359,20,5
Chris Soules,35.0,False,0.12360348433671632,0.00022909743006710716,0.12318147859471977,0.12408548217211224,0.9981465131723714,20,6
Nastia Liukin,36.5,False,0.128950604273562,0.0002639470930967016,0.1284827481152351,0.1295135533571461,0.9979531147249473,20,6
Noah Galloway,34.0,False,0.12010807257504157,0.000247633972715103,0.11961157800857777,0.12056783667264791,0.9979382403912911,20,6
Patti LaBelle,34.0,True,0.12012888287008357,0.00020387659774030454,0.11967545609187387,0.12048312517092993,0.9983028511306411,20,6
Riker Lynch,38.0,False,0.13453639852574872,0.00024834358047471966,0.13398559225245357,0.1350362768293533,0.9981540788723641,20,6
Robert Herjavec,33.5,False,0.11842002003970821,0.0002149142008021674,0.11803943437328442,0.11895753026431828,0.9981851531461479,20,6
Rumer Willis,35.5,False,0.1253408988158286,0.00025301475742918933,0.12491733174217867,0.12588848543119502,0.9979813870825918,20,6
Willow Shields,36.5,False,0.12891163856331114,0.0002502221808399924,0.12850036912615248,0.12935178121908242,0.998058963615476,20,6
Chris Soules,31.0,False,0.12301360739322136,0.0006045779488872869,0.12200366543015434,0.12416581043995337,0.995085275834935,20,7
Nastia Liukin,41.0,False,0.1620141177682079,0.0007468278368058589,0.16065774104282834,0.16346604182682076,0.9953903533402296,20,7
Noah Galloway,38.0,False,0.149118431370559,0.0006492297116133394,0.1479489235551958,0.15031080698986843,0.9956462141826049,20,7
Riker Lynch,37.0,False,0.14498416466636338,0.0006283245180630446,0.14380831312059777,0.14619222978059862,0.9956662541767307,20,7
Robert Herjavec,31.0,False,0.12283120660914774,0.0006331616742781227,0.12154281290995111,0.12397432277426325,0.9948452702553606,20,7
Rumer Willis,37.0,False,0.14499197779354886,0.0005661914108075968,0.1441705334570107,0.146062128060089,0.9960950156041475,20,7
Willow Shields,39.0,True,0.1530464943989518,0.0007213880739846963,0.15162703965876614,0.15433780482976656,0.9952864776366309,20,7
Chris Soules,32.0,True,0.1512032681264876,0.0009053202793203065,0.14956259144786646,0.1529764839781594,0.9940125614311262,20,8
Nastia Liukin,38.0,False,0.17916806709088498,0.000871841254008981,0.17759899478540864,0.18088127024911674,0.9951339473145807,20,8
Noah Galloway,31.5,False,0.14893255517279877,0.0007286576766809297,0.14768204412173147,0.15047410595779434,0.9951074654172454,20,8
Riker Lynch,39.0,False,0.18420098108862173,0.0009580286926367309,0.18247906802413022,0.1860481747028994,0.9947990033116283,20,8
Robert Herjavec,31.0,True,0.14689787398795842,0.0007661871209379735,0.14538993693962832,0.1483474125005299,0.9947842191303546,20,8
Rumer Willis,40.0,False,0.18959725453324835,0.0008125958282448667,0.18822877938692478,0.1911397976022787,0.995714094962792,20,8
Nastia Liukin,40.0,True,0.25478669749358024,0.00020139106377506185,0.2544507478660004,0.25513435838583204,0.999209569943187,20,9
Noah Galloway,38.0,False,0.24208627478645514,0.0002221423842158932,0.24168726642041716,0.24245881244483924,0.9990823834006622,20,9
Riker Lynch,40.0,False,0.2547740876263431,0.0002090531735698625,0.2543748263364068,0.25525891014191643,0.9991794566884036,20,9
Rumer Willis,39.0,False,0.24835294009362144,0.0002113227967068316,0.24798622875263931,0.24880745249666877,0.9991491028991758,20,9
Noah Galloway,36.0,False,0.3107837766747272,0.0006685969395231693,0.3095703352284784,0.31215727391068665,0.9978486748997103,20,10
Riker Lynch,40.0,False,0.3445750296616601,0.0006355122606202249,0.3434089420472054,0.3458166516031443,0.9981556636264554,20,10
Rumer Willis,40.0,False,0.34464119366361273,0.0006448604479486873,0.3432962267127316,0.34573308235280226,0.9981288932959705,20,10
Alek Skarlatos,22.0,False,0.08658985054465551,0.000929637656985426,0.08488152791805563,0.08855703413860955,0.9892638958129856,21,1
Alexa PenaVega,22.0,False,0.08678232435191151,0.0008936493329847275,0.08487809939593693,0.08846446660522868,0.9897024038056311,21,1
Andy Grammer,21.0,False,0.08244312149519878,0.0009367136935100601,0.08050621691328019,0.08410739612981663,0.988638061289751,21,1
Bindi Irwin,24.0,False,0.0961394504509397,0.0009593460142300525,0.09401510686842021,0.09783183624805179,0.9900213074889626,21,1
Carlos PenaVega,23.0,False,0.09147559373067925,0.0009260736477075337,0.08987639968646534,0.09322437565804731,0.9898762761744508,21,1
Chaka Khan,13.0,False,0.054299981558870856,0.0006024329856777407,0.05299521646958067,0.05535343585651086,0.9889054661091441,21,1
Gary Busey,15.0,False,0.06030471259455517,0.000679709142234844,0.05916053153981739,0.061499095978598,0.9887287557971678,21,1
Hayes Grier,21.0,False,0.08237774032541148,0.0008838269751017265,0.08078495186239397,0.08393413966985169,0.9892710461392799,21,1
Kim Zolciak-Biermann,12.0,False,0.05159877501506177,0.0005805732659513128,0.05042704724308589,0.05262273965035964,0.9887483130019687,21,1
Nick Carter,24.0,False,0.09614843468499801,0.0010258783915391033,0.09414872053497753,0.098326839753299,0.9893302642429896,21,1
Paula Deen,15.0,False,0.060228371480439656,0.0007486371089314633,0.058887141346472084,0.06165342162083593,0.9875700257116432,21,1
Tamar Braxton,23.0,False,0.09141059086937563,0.0009315473647964491,0.08970047800191518,0.09349591825406532,0.9898091965500189,21,1
Victor Espinoza,15.0,False,0.060201052897902604,0.0006640290450941754,0.05905941137686933,0.061708470697023635,0.98896981010913,21,1
Alek Skarlatos,22.5,False,0.08267315015434877,0.0005392932897883572,0.08159693110277302,0.08377871684517056,0.9934768024590631,21,2
Alexa PenaVega,23.0,False,0.08475380360429853,0.0006007636285082981,0.08361629377530093,0.08584008040391636,0.9929116617430745,21,2
Andy Grammer,22.0,False,0.08075618388849386,0.0005350553320144457,0.07987807792610929,0.08197362575414474,0.993374435167055,21,2
Bindi Irwin,24.0,False,0.08882407867792504,0.0005122695166719256,0.0878622029569694,0.08982793673505611,0.9942327629591362,21,2
Carlos PenaVega,22.5,False,0.08265661135628254,0.0005880756885312197,0.08156372397150423,0.08370137713343273,0.9928853157795644,21,2
Chaka Khan,15.0,True,0.05763952456656649,0.000366665567392375,0.05701625233524817,0.05830733162263209,0.9936386434456287,21,2
Gary Busey,16.5,False,0.061981057818556715,0.00041516810471349346,0.061176156649427,0.0627764885410367,0.9933016937863685,21,2
Hayes Grier,22.5,False,0.08261626608194392,0.00047310878114233183,0.08170118347640355,0.08353059500049136,0.9942734184975986,21,2
Kim Zolciak-Biermann,18.5,True,0.06816148028706427,0.00041375714943210016,0.06737209110958323,0.06909469938897611,0.9939297511191137,21,2
Nick Carter,22.5,False,0.08264612153284047,0.0006194833946278085,0.08141433660417915,0.08387777571265027,0.9925043863748446,21,2
Paula Deen,18.5,False,0.06820543607622329,0.0004372587821413302,0.06718336984844026,0.06903240225004247,0.9935890919067994,21,2
Tamar Braxton,24.5,False,0.09089084470542068,0.0005937809319895682,0.08980742551347633,0.0920192225969592,0.9934670985409584,21,2
Victor Espinoza,18.5,True,0.06819544125003539,0.00045151551564727113,0.06745790256151213,0.06917752196787741,0.9933790953270349,21,2
Alek Skarlatos,33.0,False,0.10722735468362013,0.0007118569100022045,0.10581937984318221,0.10867259812951599,0.993361237791396,21,3
Alexa PenaVega,36.0,False,0.11836208741835419,0.0008874933348096226,0.1168916417722003,0.11999079521455873,0.9925018783111458,21,3
Andy Grammer,29.0,False,0.09413116496274068,0.0006990862584243389,0.0929835593227806,0.09553879595203263,0.992573275187861,21,3
Bindi Irwin,32.0,False,0.10382702354773148,0.0007775385855122228,0.10245850549000067,0.10532119442404039,0.992511211831525,21,3
Carlos PenaVega,31.0,False,0.100556351050563,0.0009023024578082064,0.09894760364749555,0.10203864209253304,0.9910268973726533,21,3
Gary Busey,25.0,False,0.08261646212890353,0.0006785865217874033,0.08128346684025388,0.08377082991707381,0.9917863037910214,21,3
Hayes Grier,30.0,False,0.09727330666092866,0.0006576843302588407,0.09585730732975761,0.09837810222798288,0.9932387994935613,21,3
Nick Carter,36.0,False,0.11833832812549767,0.00072627735738777,0.11705173922661609,0.1195894906902538,0.9938627039194136,21,3
Paula Deen,20.0,False,0.07008270808435925,0.000536072523256315,0.06895813346205619,0.07111398699619549,0.9923508588935941,21,3
Tamar Braxton,33.0,False,0.10758521333730142,0.0007663734295742055,0.10629428205181198,0.10910699915322722,0.9928765914403919,21,3
Alek Skarlatos,24.0,False,0.10067543929677815,0.0007576584653033559,0.09945402680920568,0.10247306713689798,0.992474247238496,21,4
Alexa PenaVega,21.0,False,0.08839735536136838,0.0006999690196258016,0.08702446303342541,0.08986162753372098,0.9920815615267636,21,4
Andy Grammer,23.0,False,0.09620231551401626,0.0007975840515778041,0.0947669985132409,0.0979870908364498,0.9917093050482595,21,4
Bindi Irwin,28.0,False,0.11878164970253698,0.00103338355813711,0.1166909993629396,0.12055501370266154,0.9913001413877901,21,4
Carlos PenaVega,25.0,False,0.10467820253781707,0.0007810215279004607,0.10293640423703368,0.10637529020886773,0.9925388332148873,21,4
Gary Busey,16.0,True,0.07139265310691964,0.0006440174785297141,0.07035337839597168,0.07261174871333907,0.9909792191422664,21,4
Hayes Grier,27.0,False,0.11398541082184596,0.0009109238242813912,0.11218198835762776,0.11562228974734275,0.9920084174131273,21,4
Nick Carter,27.0,False,0.11392187583418664,0.0008425703651557099,0.11221080204403072,0.11545389605034906,0.9926039633829233,21,4
Paula Deen,18.0,False,0.07795263581696099,0.0006256574277453864,0.07679980063682039,0.07922830822717587,0.9919738771987842,21,4
Tamar Braxton,27.0,False,0.11401246200756997,0.0009366110854180606,0.11245491860424617,0.11583551831984769,0.9917850113143257,21,4
Alek Skarlatos,29.0,False,0.09625705183114204,0.0006166878538239247,0.09496979434154547,0.09725575584407434,0.9935933228569503,21,5
Alexa PenaVega,40.0,False,0.1338205760373408,0.0007693941416019616,0.13251264769079626,0.13532884026730527,0.9942505542541733,21,5
Andy Grammer,36.0,False,0.118725879757708,0.0008474393508461757,0.11708837364051093,0.12014332766093924,0.992862218813829,21,5
Bindi Irwin,37.0,False,0.12240387914705753,0.0007490249652982562,0.12088625016572105,0.12375559689040777,0.9938807089242787,21,5
Carlos PenaVega,39.0,False,0.12983709223846152,0.0008304663132440544,0.12822227094792676,0.13182611427590687,0.9936037822556993,21,5
Hayes Grier,30.0,False,0.0993186497322262,0.0006916205284990723,0.09779185494792995,0.1005057663266326,0.9930363478524551,21,5
Nick Carter,35.0,False,0.11520107596325511,0.000793519437434982,0.11383623513962918,0.11662495558748748,0.9931118747737383,21,5
Paula Deen,26.0,False,0.08801254872900766,0.0005917106086417892,0.08689901010300739,0.0891211199425968,0.9932769745089001,21,5
Tamar Braxton,29.0,False,0.09642324656380116,0.0007239511343729881,0.09503971989953777,0.09764276482025469,0.9924919440054949,21,5
Alek Skarlatos,30.0,False,0.09561232650476083,0.0006952992456711199,0.09416967609772751,0.0969142171473326,0.992727932986376,21,6
Alexa PenaVega,30.0,False,0.09570010567622486,0.0007924431946719006,0.0941646379821171,0.0971540457475731,0.9917195159914147,21,6
Andy Grammer,40.0,False,0.12759063743867613,0.0009662187651469878,0.12573278281307554,0.12938933351452553,0.9924271969750807,21,6
Bindi Irwin,40.0,False,0.12738083892449306,0.0011316968390099385,0.12538347155989096,0.1297589633975354,0.9911156430702991,21,6
Carlos PenaVega,38.0,False,0.1206201985582728,0.0009260558235697247,0.11872754587543109,0.12239021234321258,0.9923225476774328,21,6
Hayes Grier,32.0,False,0.10136388763514574,0.0007869159604306016,0.09988288455514528,0.10281008580142208,0.9922367227738633,21,6
Nick Carter,39.0,False,0.12381506184423445,0.0009061337791401212,0.12200975445297524,0.12552400687012047,0.9926815545246015,21,6
Paula Deen,24.0,True,0.08047103016664219,0.0005713216450678936,0.0794167698951685,0.08162238169293735,0.9929002817052947,21,6
Tamar Braxton,40.0,False,0.12744591325154997,0.0009129746286129224,0.12565543367451168,0.12911431346842234,0.9928363757980146,21,6
Alek Skarlatos,26.5,False,0.11997436611410504,0.00014554283601127168,0.11970990444629152,0.12027571857753526,0.9987868838925738,21,7
Alexa PenaVega,27.5,False,0.12438708800393546,0.00015268705305521185,0.12409835230045357,0.12471118527726636,0.9987724847047599,21,7
Andy Grammer,28.0,False,0.12665817473880855,0.0001393715166888119,0.1263948806299373,0.12693412706639454,0.9988996247816122,21,7
Bindi Irwin,29.0,False,0.13132995497580552,0.0001671148541422908,0.1309954768403659,0.1316509268352604,0.9987275191393077,21,7
Carlos PenaVega,28.0,False,0.12666629137009552,0.00015699453775680416,0.1263534544010333,0.12694567420830688,0.9987605657664824,21,7
Hayes Grier,28.0,True,0.12664511033540837,0.0001736878615640496,0.12634098844120858,0.1269517037287137,0.9986285466442087,21,7
Nick Carter,27.0,False,0.12218400914538487,0.00015822019638033765,0.12188227368824178,0.12242406527676378,0.998705066256321,21,7
Tamar Braxton,27.0,False,0.12215500531645665,0.00016163373669877601,0.12186113843578196,0.12245797980505413,0.998676814459792,21,7
Alek Skarlatos,25.0,False,0.1288225443587649,0.0005937509756851854,0.12768762063356717,0.1299166579403466,0.9953909389180234,21,8
Alexa PenaVega,26.9998,False,0.13868081006789942,0.0006112281161405695,0.13748601279844283,0.1397158545910287,0.9955925544720909,21,8
Andy Grammer,23.9998,True,0.12425384544117896,0.0005327813001981827,0.12338259925648633,0.12526087432123442,0.9957121544342835,21,8
Bindi Irwin,28.0,False,0.143654425910406,0.0006920388065891105,0.1424348038259224,0.14499528243297372,0.9951826140948785,21,8
Carlos PenaVega,28.9998,False,0.14886856401374263,0.000666732747857472,0.1476157016465095,0.15013425945044506,0.9955213328463629,21,8
Nick Carter,33.0,False,0.1720801163284017,0.0007662801619458868,0.17064537284864972,0.17356298813090984,0.9955469569739045,21,8
Tamar Braxton,28.0,False,0.14363969387960654,0.0006880033452892574,0.14248709144334826,0.14479455813879252,0.9952102143446092,21,8
Alek Skarlatos,25.5,False,0.15503291805698433,0.000498910763194436,0.1540271331708235,0.15601738902271814,0.9967819043242735,21,9
Alexa PenaVega,30.0,True,0.18264975503867154,0.000609508525004181,0.1815348690126339,0.1837440918341929,0.9966629655491455,21,9
Bindi Irwin,30.0,False,0.18257375251545607,0.0006118504480413975,0.18150802894678747,0.18353880938541797,0.9966487491240582,21,9
Carlos PenaVega,27.0,False,0.16359970852889882,0.0006665352890634507,0.16227804797184428,0.16480545461551427,0.9959258161578832,21,9
Nick Carter,27.5,False,0.16676886153821135,0.0005973695375293582,0.16558835622930926,0.16777221570871775,0.9964179791597817,21,9
Tamar Braxton,24.5,True,0.14937500432177797,0.0005965528105648451,0.14822040976588377,0.15047514235600068,0.9960063411326853,21,9
Alek Skarlatos,28.5,False,0.2401519764766302,0.0006250995078192644,0.23893767136456606,0.24146657754816517,0.9973970669865376,21,10
Bindi Irwin,31.5,False,0.2657137578007208,0.0007856253338968313,0.26419708870504427,0.2671907578559409,0.9970433396433841,21,10
Carlos PenaVega,31.5,False,0.26571522987613433,0.0007006710647266226,0.2644296633943284,0.26706685749637715,0.997363075255215,21,10
Nick Carter,27.0,False,0.22841903584651466,0.0006225623847585138,0.2271220662035633,0.22944469505546747,0.9972744724079089,21,10
Alek Skarlatos,27.9999,False,0.23754254043213294,0.0002900652280601366,0.2370084181761902,0.23805388119326967,0.9987788914460018,21,11
Bindi Irwin,30.0,False,0.25409285750332566,0.0003136748369752877,0.2534865974583689,0.2547226443228477,0.9987655110023265,21,11
Carlos PenaVega,30.0,True,0.25422338542500145,0.0002938239271133765,0.2536125542716362,0.2546781547269107,0.9988442293511977,21,11
Nick Carter,30.0,False,0.25414121663953987,0.00030886480715825956,0.25357236158834895,0.2548144079808494,0.9987846725090785,21,11
Antonio Brown,21.0,False,0.08765596754743238,0.0006641968549577521,0.0864026908786715,0.08906113682275094,0.9924226852598673,22,1
Doug Flutie,15.0,False,0.06461088137111387,0.0004571927308986533,0.063690381860739,0.06537678159647284,0.9929239050575303,22,1
Geraldo Rivera,13.0,False,0.05857565730625779,0.000397181778292866,0.05777761711932222,0.05918436493711274,0.9932193372373743,22,1
Ginger Zee,23.0,False,0.0971240670870735,0.0007032058323812638,0.0957344423618933,0.09833942217899212,0.9927597159646246,22,1
Jodie Sweetin,20.0,False,0.08334141145184104,0.0006669603748036586,0.08210322125925139,0.08442630279308443,0.9919972512681878,22,1
Kim Fields,20.0,False,0.0834130427384524,0.0006533865101180626,0.08238142400598425,0.08487305123976736,0.9921668543831113,22,1
Marla Maples,21.0,False,0.08767594829728255,0.0006461575957020969,0.08624121369267337,0.08864028401067395,0.9926301613127563,22,1
Mischa Barton,16.0,False,0.06812584050965322,0.0005295024992674757,0.0670584982052786,0.06926039245213965,0.9922275821434827,22,1
Nyle DiMarco,23.0,False,0.09702191903717416,0.0007914173355065314,0.09575540350013302,0.09858338216797245,0.9918429016519112,22,1
Paige VanZant,21.0,False,0.08769571286973257,0.0006974799982998504,0.08615865554644885,0.08888793525615644,0.9920465895597893,22,1
Von Miller,21.0,False,0.08771049993160875,0.0006963743828861765,0.08664831573787758,0.08891429695227451,0.9920605357006382,22,1
Wanya Morris,23.0,False,0.09704905185237779,0.0006261705648328524,0.09598201747405193,0.09814658464805633,0.9935478961114909,22,1
Antonio Brown,19.0,False,0.07977192026253206,0.0006402561339613417,0.07864750699642056,0.0809276800204849,0.991973915986299,22,2
Doug Flutie,20.0,False,0.08380293671508907,0.0005671866822414902,0.08273748474534204,0.08490077815116033,0.9932318996866447,22,2
Geraldo Rivera,13.0,True,0.0586590334944493,0.0003957479530774043,0.05792112197049157,0.05953267196649298,0.9932534184506321,22,2
Ginger Zee,21.0,False,0.08822274054118401,0.0006280865134117648,0.08708991101237178,0.08938438293691123,0.9928806732871944,22,2
