celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_withdrew,is_controversial,contestants,weeks,judges,voting_method,is_allstar,active_weeks,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,overall_avg_score,elimination_week,is_finalist,final_rank,total_pageviews,avg_daily_pageviews,ind_Actor/Actress,ind_Athlete,ind_Comedian,ind_Con artist,ind_Conservationist,ind_Entrepreneur,ind_Fitness Instructor,ind_Journalist,ind_Military,ind_Model,ind_Musician,ind_News Anchor,ind_Politician,ind_Producer,ind_Racing Driver,ind_Radio Personality,ind_Singer/Rapper,ind_Social Media Personality,ind_Social media personality,ind_TV Personality,log_pageviews
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7.0,7.0,7.0,,7.5,8.5,8.0,7.5,7.0,8.0,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,10,4,4,percentage,False,3,21.0,7.0,31.5,7.875,29.0,7.25,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.409090909090909,3.0,False,,87700.0,1754.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.381688580803818
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7.0,7.0,7.0,,8.5,8.5,8.0,8.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,10,4,4,percentage,False,3,21.0,7.0,33.0,8.25,33.0,8.25,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.909090909090909,3.0,False,,51200.0,1024.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.843514342086866
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,10,4,4,percentage,False,3,23.0,7.666666666666667,37.0,9.25,35.0,8.75,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.636363636363637,3.0,False,,78701.0,1574.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.273423847043201
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,10,4,4,percentage,False,4,23.0,7.666666666666667,33.0,8.25,35.0,8.75,28.0,9.333333333333334,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.5,,True,3.0,1273898.0,25478.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.057592834106597
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,10,4,4,percentage,False,4,24.0,8.0,31.5,7.875,38.0,9.5,28.5,9.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.714285714285714,,True,2.0,101488.0,2029.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.527705697206814
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8.0,8.0,8.0,,9.0,9.5,9.0,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,10,4,4,percentage,False,4,24.0,8.0,37.0,9.25,41.0,10.25,29.0,9.666666666666666,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.357142857142858,,True,1.0,102878.0,2057.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.541308819361998
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,Non-US,Argentina,39,27,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,8,22.0,7.333333333333333,26.0,8.666666666666666,30.0,10.0,24.0,8.0,29.0,9.666666666666666,30.0,10.0,28.0,9.333333333333334,30.0,10.0,0.0,0.0,0.0,,0.0,,9.125,8.0,False,,294233.0,5162.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.592130648113109
Evanna Lynch,Keo Motsepe,Actor/Actress,Non-US,Ireland,27,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,False,False,13,9,3,percentage,False,9,18.0,6.0,24.0,8.0,27.0,9.0,24.0,8.0,24.0,8.0,29.0,9.666666666666666,29.5,9.833333333333334,29.0,9.666666666666666,30.0,10.0,0.0,,0.0,,8.685185185185185,,True,3.0,313988.0,5508.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.657113232429626
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,,7.0,6.5,7.0,,8.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,3,19.5,6.5,20.5,6.833333333333333,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.888888888888889,3.0,False,,352154.0,6178.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.771826698567718
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,7,18.0,6.0,21.5,7.166666666666667,21.0,7.0,21.0,7.0,24.0,8.0,19.0,6.333333333333333,27.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.214285714285714,7.0,False,,553163.0,9704.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.223409800733302
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,False,False,13,9,3,percentage,False,9,20.0,6.666666666666667,26.0,8.666666666666666,27.0,9.0,29.0,9.666666666666666,27.0,9.0,30.0,10.0,29.0,9.666666666666666,27.5,9.166666666666666,30.0,10.0,0.0,,0.0,,9.092592592592592,,True,2.0,427906.0,7507.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.966661161233477
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,2,18.0,6.0,18.5,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.083333333333333,2.0,False,,152468.0,2674.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.934716575677166
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,6,20.0,6.666666666666667,23.0,7.666666666666667,24.0,8.0,26.0,8.666666666666666,25.0,8.333333333333334,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.888888888888889,6.0,False,,652512.0,11447.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.388586341352166
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,7,23.0,7.666666666666667,23.5,7.833333333333333,26.0,8.666666666666666,22.0,7.333333333333333,26.0,8.666666666666666,26.0,8.666666666666666,26.5,8.833333333333334,0.0,0.0,0.0,0.0,0.0,,0.0,,8.238095238095237,7.0,False,,266356.0,4672.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.492592793208736
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,1,17.5,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,5.833333333333333,1.0,False,,245769.0,4311.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.41215141821779
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,False,True,13,9,3,percentage,False,9,20.0,6.666666666666667,19.5,6.5,23.0,7.666666666666667,20.0,6.666666666666667,21.0,7.0,22.0,7.333333333333333,26.5,8.833333333333334,22.5,7.5,27.0,9.0,0.0,,0.0,,7.462962962962963,,True,1.0,273153.0,4792.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.517791017685157
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,4,23.0,7.666666666666667,26.0,8.666666666666666,27.0,9.0,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.5,4.0,False,,207479.0,3640.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.242790228465337
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,False,False,13,9,3,percentage,False,9,22.0,7.333333333333333,24.5,8.166666666666666,26.0,8.666666666666666,25.0,8.333333333333334,29.0,9.666666666666666,27.0,9.0,27.5,9.166666666666666,29.0,9.666666666666666,28.5,9.5,0.0,,0.0,,8.833333333333334,,False,,374469.0,6569.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.83326697192161
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,8,14.0,4.666666666666667,17.5,5.833333333333333,18.0,6.0,15.0,5.0,17.0,5.666666666666667,22.0,7.333333333333333,23.5,7.833333333333333,23.0,7.666666666666667,0.0,0.0,0.0,,0.0,,6.25,8.0,False,,32593.0,571.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.391883501335935
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,8,15.0,5.0,21.0,7.0,24.0,8.0,26.0,6.5,24.0,8.0,27.0,9.0,24.0,8.0,25.9998,8.6666,0.0,0.0,0.0,0.0,0.0,0.0,7.479991999999999,8.0,False,,325618.0,4586.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.69348326521636
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,10,21.0,7.0,20.0,6.666666666666667,23.0,7.666666666666667,28.0,7.0,26.0,8.666666666666666,27.0,9.0,27.0,9.0,31.9998,10.6666,36.0,9.0,25.5,8.5,0.0,0.0,8.296868750000002,10.0,False,,844879.0,11899.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.646949884420357
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,9.0,8.0,9.0,,9.0,8.0,9.0,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9.0,9.0,9.5,9.5,9.5,9.5,9.5,,10.0,9.5,10.0,,False,False,12,11,4,rank,False,11,16.0,5.333333333333333,20.0,6.666666666666667,20.0,6.666666666666667,32.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,25.5,8.5,29.9998,9.999933333333331,37.0,9.25,28.5,9.5,29.5,9.833333333333334,8.299994285714286,,True,2.0,439733.0,6193.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.993925277628612
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,True,False,12,11,4,rank,False,2,15.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,False,,369117.0,5198.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.818871655100747
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,4,11.0,3.6666666666666665,12.0,4.0,12.0,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.230769230769231,4.0,False,,431693.0,6080.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.97547228290633
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,6,18.0,6.0,18.0,6.0,23.0,7.666666666666667,31.0,7.75,24.0,8.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.421052631578948,6.0,False,,36321.0,511.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.500178897278444
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,9,12.0,4.0,16.0,5.333333333333333,15.0,5.0,21.0,5.25,19.0,6.333333333333333,21.0,7.0,21.0,7.0,20.0,6.666666666666667,25.0,6.25,0.0,0.0,0.0,0.0,5.862068965517241,9.0,False,,420698.0,5925.3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12.949672892585058
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,2,17.0,5.666666666666667,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,2.0,False,,1410.0,19.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.252053951852814
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,False,False,12,11,4,rank,False,11,19.0,6.333333333333333,19.0,6.333333333333333,20.0,6.666666666666667,32.0,8.0,23.0,7.666666666666667,26.0,8.666666666666666,27.0,9.0,24.0,8.0,35.0,8.75,27.0,9.0,28.5,9.5,8.014285714285714,,False,,316023.0,4451.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.663573439052131
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,False,False,12,11,4,rank,False,11,16.0,5.333333333333333,20.0,6.666666666666667,24.0,8.0,32.0,8.0,27.0,9.0,25.0,8.333333333333334,27.0,9.0,30.0,10.0,40.0,10.0,29.5,9.833333333333334,30.0,10.0,8.585714285714285,,True,3.0,352554.0,4965.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.772961917432095
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,7,17.0,5.666666666666667,19.0,6.333333333333333,16.0,5.333333333333333,28.0,7.0,21.0,7.0,25.0,8.333333333333334,24.5,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.840909090909091,7.0,False,,391590.0,5515.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.877973206739046
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,False,False,12,11,4,rank,False,11,20.0,6.666666666666667,24.0,8.0,21.0,7.0,32.0,8.0,25.0,8.333333333333334,24.0,8.0,26.0,8.666666666666666,30.9998,10.333266666666669,35.5,8.875,27.0,9.0,29.0,9.666666666666666,8.414280000000002,,True,1.0,245231.0,3454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.409959980238689
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,4,18.0,6.0,18.0,6.0,15.0,5.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,False,,820932.0,11562.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.618196777309096
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,5,18.0,6.0,20.0,6.666666666666667,20.0,6.666666666666667,21.0,7.0,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.533333333333333,5.0,False,,617571.0,8698.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.333550939877396
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,8,13.0,4.333333333333333,18.0,6.0,22.0,7.333333333333333,22.0,7.333333333333333,19.0,6.333333333333333,24.0,8.0,26.0,8.666666666666666,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125,8.0,False,,837843.0,11800.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.63858720461686
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,10,21.0,7.0,15.0,5.0,18.0,6.0,28.0,9.333333333333334,24.0,8.0,18.0,6.0,27.0,9.0,26.9998,8.999933333333333,28.9998,9.6666,28.5,9.5,0.0,0.0,7.849986666666665,10.0,False,,646279.0,9102.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.378988125390768
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,False,False,15,11,3,rank,False,11,21.0,7.0,21.0,7.0,19.0,6.333333333333333,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,28.9998,9.6666,25.9998,8.6666,29.0,9.666666666666666,30.0,10.0,8.363624242424242,,False,,419981.0,5915.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.9479671321983
